Rank,Name,stock,marketcap,Year,Month,monthly_average_close,Growth
8,Johnson & Johnson,JNJ,468889174016,2019,July,120.34217834472656,-0.06504861619876094
8,Johnson & Johnson,JNJ,468889174016,2019,August,119.5121612548828,-0.006897141976823256
8,Johnson & Johnson,JNJ,468889174016,2019,September,120.46183776855467,0.00794627512129503
8,Johnson & Johnson,JNJ,468889174016,2019,October,122.93848419189452,0.020559593554418998
8,Johnson & Johnson,JNJ,468889174016,2019,November,128.89974975585937,0.04848982483515842
8,Johnson & Johnson,JNJ,468889174016,2019,December,136.7561492919922,0.06094968804061379
8,Johnson & Johnson,JNJ,468889174016,2020,January,139.56869506835937,0.020566137544294524
8,Johnson & Johnson,JNJ,468889174016,2020,February,126.8817367553711,-0.09090117455618779
8,Johnson & Johnson,JNJ,468889174016,2020,March,123.7210464477539,-0.024910522100678848
8,Johnson & Johnson,JNJ,468889174016,2020,April,141.56256103515625,0.14420759522864712
8,Johnson & Johnson,JNJ,468889174016,2020,May,141.318359375,-0.0017250440961971854
8,Johnson & Johnson,JNJ,468889174016,2020,June,133.60403442382812,-0.05458827137032686
8,Johnson & Johnson,JNJ,468889174016,2020,July,138.47772216796875,0.036478597110922335
8,Johnson & Johnson,JNJ,468889174016,2020,August,146.71559143066406,0.05948876926718262
8,Johnson & Johnson,JNJ,468889174016,2020,September,142.38328552246094,-0.029528599284899575
8,Johnson & Johnson,JNJ,468889174016,2020,October,131.1268768310547,-0.07905709332455707
8,Johnson & Johnson,JNJ,468889174016,2020,November,139.32798767089844,0.06254332474043557
8,Johnson & Johnson,JNJ,468889174016,2020,December,151.5582275390625,0.08778020893442218
9,Meta Platforms (Facebook),META,445730881536,2012,May,29.600000381469727,NA
9,Meta Platforms (Facebook),META,445730881536,2012,June,31.100000381469727,0.05067567502259338
9,Meta Platforms (Facebook),META,445730881536,2012,July,21.709999084472656,-0.30192929845080974
9,Meta Platforms (Facebook),META,445730881536,2012,August,18.059999465942383,-0.168125277404586
9,Meta Platforms (Facebook),META,445730881536,2012,September,21.65999984741211,0.19933557518972364
9,Meta Platforms (Facebook),META,445730881536,2012,October,21.11000061035156,-0.025392393394973324
9,Meta Platforms (Facebook),META,445730881536,2012,November,28,0.32638556089239723
9,Meta Platforms (Facebook),META,445730881536,2012,December,26.6200008392334,-0.049285684313092916
9,Meta Platforms (Facebook),META,445730881536,2013,January,30.979999542236328,0.1637865727102843
9,Meta Platforms (Facebook),META,445730881536,2013,February,27.25,-0.12040024523406025
9,Meta Platforms (Facebook),META,445730881536,2013,March,25.579999923706055,-0.06128440646950258
9,Meta Platforms (Facebook),META,445730881536,2013,April,27.770000457763672,0.08561378188387139
9,Meta Platforms (Facebook),META,445730881536,2013,May,24.350000381469727,-0.12315448397257099
9,Meta Platforms (Facebook),META,445730881536,2013,June,24.8799991607666,0.02176586328516867
9,Meta Platforms (Facebook),META,445730881536,2013,July,36.79999923706055,0.47909969768369826
9,Meta Platforms (Facebook),META,445730881536,2013,August,41.290000915527344,0.12201091770526466
9,Meta Platforms (Facebook),META,445730881536,2013,September,50.22999954223633,0.21651727848102437
9,Meta Platforms (Facebook),META,445730881536,2013,October,50.209999084472656,-3.9817754222462847e-4
9,Meta Platforms (Facebook),META,445730881536,2013,November,47.0099983215332,-0.06373234059526296
9,Meta Platforms (Facebook),META,445730881536,2013,December,54.650001525878906,0.16251868702675862
9,Meta Platforms (Facebook),META,445730881536,2014,January,62.56999969482422,0.14492219483644267
9,Meta Platforms (Facebook),META,445730881536,2014,February,68.45999908447266,0.09413455998683115
9,Meta Platforms (Facebook),META,445730881536,2014,March,60.2400016784668,-0.12007007765020886
9,Meta Platforms (Facebook),META,445730881536,2014,April,59.779998779296875,-0.007636170092179016
9,Meta Platforms (Facebook),META,445730881536,2014,May,63.29999923706055,0.058882578281060874
9,Meta Platforms (Facebook),META,445730881536,2014,June,67.29000091552734,0.06303320263123718
9,Meta Platforms (Facebook),META,445730881536,2014,July,72.6500015258789,0.07965523164548996
9,Meta Platforms (Facebook),META,445730881536,2014,August,74.81999969482422,0.02986921023218878
9,Meta Platforms (Facebook),META,445730881536,2014,September,79.04000091552734,0.05640204808761914
9,Meta Platforms (Facebook),META,445730881536,2014,October,74.98999786376953,-0.051239916559289826
9,Meta Platforms (Facebook),META,445730881536,2014,November,77.69999694824219,0.03613814057437063
9,Meta Platforms (Facebook),META,445730881536,2014,December,78.0199966430664,0.004118400352542847
9,Meta Platforms (Facebook),META,445730881536,2015,January,75.910003662109375,-0.02704425880213807
9,Meta Platforms (Facebook),META,445730881536,2015,February,78.970001220703125,0.04031086037374483
9,Meta Platforms (Facebook),META,445730881536,2015,March,82.220001220703125,0.04115486830140716
9,Meta Platforms (Facebook),META,445730881536,2015,April,78.7699966430664,-0.041960648582038726
9,Meta Platforms (Facebook),META,445730881536,2015,May,79.19000244140625,0.005332053018143858
9,Meta Platforms (Facebook),META,445730881536,2015,June,85.7699966430664,0.08309122362420411
9,Meta Platforms (Facebook),META,445730881536,2015,July,94.01000213623048,0.09607095506200179
9,Meta Platforms (Facebook),META,445730881536,2015,August,89.43000030517578,-0.04871823983598886
9,Meta Platforms (Facebook),META,445730881536,2015,September,89.9000015258789,0.005255520732408223
9,Meta Platforms (Facebook),META,445730881536,2015,October,101.97000122070312,0.13426028353681072
9,Meta Platforms (Facebook),META,445730881536,2015,November,104.23999786376952,0.02226141625862324
9,Meta Platforms (Facebook),META,445730881536,2015,December,104.66000366210937,0.004029219176392928
9,Meta Platforms (Facebook),META,445730881536,2016,January,112.20999908447266,0.07213830649899591
9,Meta Platforms (Facebook),META,445730881536,2016,February,106.91999816894533,-0.04714375687272728
9,Meta Platforms (Facebook),META,445730881536,2016,March,114.0999984741211,0.06715301560172662
9,Meta Platforms (Facebook),META,445730881536,2016,April,117.58000183105467,0.030499591616759535
9,Meta Platforms (Facebook),META,445730881536,2016,May,118.80999755859376,0.010460926249230847
9,Meta Platforms (Facebook),META,445730881536,2016,June,114.27999877929687,-0.03812809420404895
9,Meta Platforms (Facebook),META,445730881536,2016,July,123.94000244140624,0.08452925940929727
9,Meta Platforms (Facebook),META,445730881536,2016,August,126.12000274658205,0.01758915815905704
9,Meta Platforms (Facebook),META,445730881536,2016,September,128.27000427246094,0.01704726830841398
9,Meta Platforms (Facebook),META,445730881536,2016,October,130.99000549316406,0.021205278943668818
9,Meta Platforms (Facebook),META,445730881536,2016,November,118.41999816894533,-0.09596157567055544
9,Meta Platforms (Facebook),META,445730881536,2016,December,115.0500030517578,-0.028457989945074008
9,Meta Platforms (Facebook),META,445730881536,2017,January,130.32000732421875,0.1327249358315219
9,Meta Platforms (Facebook),META,445730881536,2017,February,135.5399932861328,0.04005513864749436
9,Meta Platforms (Facebook),META,445730881536,2017,March,142.0500030517578,0.04803017624386324
9,Meta Platforms (Facebook),META,445730881536,2017,April,150.25,0.05772613003925392
9,Meta Platforms (Facebook),META,445730881536,2017,May,151.4600067138672,0.008053289276986272
9,Meta Platforms (Facebook),META,445730881536,2017,June,150.97999572753906,-0.0031692259675845953
9,Meta Platforms (Facebook),META,445730881536,2017,July,169.25,0.12100943694177395
9,Meta Platforms (Facebook),META,445730881536,2017,August,171.97000122070312,0.016070908246399555
9,Meta Platforms (Facebook),META,445730881536,2017,September,170.8699951171875,-0.006396499945963817
9,Meta Platforms (Facebook),META,445730881536,2017,October,180.05999755859375,0.05378359398385588
9,Meta Platforms (Facebook),META,445730881536,2017,November,177.17999267578125,-0.015994695778418583
9,Meta Platforms (Facebook),META,445730881536,2017,December,176.4600067138672,-0.004063585007769771
9,Meta Platforms (Facebook),META,445730881536,2018,January,186.88999938964844,0.059106835990852334
9,Meta Platforms (Facebook),META,445730881536,2018,February,178.32000732421875,-0.04585580872929452
9,Meta Platforms (Facebook),META,445730881536,2018,March,159.7899932861328,-0.10391438580638315
9,Meta Platforms (Facebook),META,445730881536,2018,April,172,0.07641283701666454
9,Meta Platforms (Facebook),META,445730881536,2018,May,191.77999877929687,0.11499999290288881
9,Meta Platforms (Facebook),META,445730881536,2018,June,194.32000732421875,0.013244387115910625
9,Meta Platforms (Facebook),META,445730881536,2018,July,172.5800018310547,-0.11187733981962718
9,Meta Platforms (Facebook),META,445730881536,2018,August,175.72999572753906,0.018252369121933534
9,Meta Platforms (Facebook),META,445730881536,2018,September,164.4600067138672,-0.06413241499843574
9,Meta Platforms (Facebook),META,445730881536,2018,October,151.7899932861328,-0.07704008823116536
9,Meta Platforms (Facebook),META,445730881536,2018,November,140.61000061035156,-0.07365434594035672
9,Meta Platforms (Facebook),META,445730881536,2018,December,131.08999633789063,-0.06770502973570205
9,Meta Platforms (Facebook),META,445730881536,2019,January,166.69000244140625,0.2715692051112347
9,Meta Platforms (Facebook),META,445730881536,2019,February,161.4499969482422,-0.03143563151009008
9,Meta Platforms (Facebook),META,445730881536,2019,March,166.69000244140625,0.03245590332741789
9,Meta Platforms (Facebook),META,445730881536,2019,April,193.3999938964844,0.16023751313140133
9,Meta Platforms (Facebook),META,445730881536,2019,May,177.47000122070312,-0.08236811364279392
9,Meta Platforms (Facebook),META,445730881536,2019,June,193,0.08750774030808532
9,Meta Platforms (Facebook),META,445730881536,2019,July,194.22999572753903,0.006373034857715202
9,Meta Platforms (Facebook),META,445730881536,2019,August,185.6699981689453,-0.04407145006892484
9,Meta Platforms (Facebook),META,445730881536,2019,September,178.0800018310547,-0.04087895951280355
9,Meta Platforms (Facebook),META,445730881536,2019,October,191.6499938964844,0.07620166175820028
9,Meta Platforms (Facebook),META,445730881536,2019,November,201.63999938964844,0.05212630217228141
9,Meta Platforms (Facebook),META,445730881536,2019,December,205.25,0.017903196891880614
9,Meta Platforms (Facebook),META,445730881536,2020,January,201.91000366210935,-0.01627282016024679
9,Meta Platforms (Facebook),META,445730881536,2020,February,192.47000122070312,-0.04675351528002445
9,Meta Platforms (Facebook),META,445730881536,2020,March,166.8000030517578,-0.13337142414993713
9,Meta Platforms (Facebook),META,445730881536,2020,April,204.7100067138672,0.2272781952548643
9,Meta Platforms (Facebook),META,445730881536,2020,May,225.08999633789065,0.09955541476049842
9,Meta Platforms (Facebook),META,445730881536,2020,June,227.07000732421875,0.008796530359153905
9,Meta Platforms (Facebook),META,445730881536,2020,July,253.6699981689453,0.11714444878995461
9,Meta Platforms (Facebook),META,445730881536,2020,August,293.20001220703125,0.15583243711681968
9,Meta Platforms (Facebook),META,445730881536,2020,September,261.8999938964844,-0.1067531275832473
9,Meta Platforms (Facebook),META,445730881536,2020,October,263.1099853515625,0.00462005148253792
9,Meta Platforms (Facebook),META,445730881536,2020,November,276.9700012207031,0.052677650567389676
9,Meta Platforms (Facebook),META,445730881536,2020,December,273.1600036621094,-0.013755993579816463
10,Visa,V,444200845312,2010,January,18.776744842529297,NA
10,Visa,V,444200845312,2010,February,19.550018310546875,0.041182509242289694
10,Visa,V,444200845312,2010,March,20.86817169189453,0.06742466223863007
10,Visa,V,444200845312,2010,April,20.68477249145508,-0.008788465187426276
10,Visa,V,444200845312,2010,May,16.635801315307617,-0.19574646894569916
10,Visa,V,444200845312,2010,June,16.243215560913086,-0.02359884846865111
10,Visa,V,444200845312,2010,July,16.840133666992187,0.03674876466673861
10,Visa,V,444200845312,2010,August,15.86319351196289,-0.05801261286566664
10,Visa,V,444200845312,2010,September,17.077417373657227,0.07654346905486936
10,Visa,V,444200845312,2010,October,17.974292755126953,0.052518209389974965
10,Visa,V,444200845312,2010,November,17.017169952392578,-0.05324953898179761
10,Visa,V,444200845312,2010,December,16.217586517333984,-0.04698686310917251
10,Visa,V,444200845312,2011,January,16.095455169677734,-0.0075307967388187685
10,Visa,V,444200845312,2011,February,16.866758346557617,0.04792055699878203
10,Visa,V,444200845312,2011,March,16.998380661010742,0.007803652115522729
10,Visa,V,444200845312,2011,April,18.03738594055176,0.06112377998006539
10,Visa,V,444200845312,2011,May,18.75111389160156,0.03956936739071431
10,Visa,V,444200845312,2011,June,19.491342544555664,0.03947651628768818
10,Visa,V,444200845312,2011,July,19.787443161010746,0.01519139155131152
10,Visa,V,444200845312,2011,August,20.364330291748047,0.029154202796347218
10,Visa,V,444200845312,2011,September,19.86379623413086,-0.02457895989931041
10,Visa,V,444200845312,2011,October,21.61103248596191,0.0879608424913699
10,Visa,V,444200845312,2011,November,22.52255630493164,0.042178633508687634
10,Visa,V,444200845312,2011,December,23.581684112548828,0.047025204123267134
10,Visa,V,444200845312,2012,January,23.37495994567871,-0.00876630209629983
10,Visa,V,444200845312,2012,February,27.080158233642575,0.158511428322205
10,Visa,V,444200845312,2012,March,27.459470748901367,0.014007027284927758
10,Visa,V,444200845312,2012,April,28.61835289001465,0.04220336770910442
10,Visa,V,444200845312,2012,May,26.85856056213379,-0.06149174044516294
10,Visa,V,444200845312,2012,June,28.823989868164063,0.07317701562909554
10,Visa,V,444200845312,2012,July,30.092321395874023,0.04400263577357228
10,Visa,V,444200845312,2012,August,29.951868057250977,-0.0046674145465661725
10,Visa,V,444200845312,2012,September,31.3601131439209,0.047016936772629886
10,Visa,V,444200845312,2012,October,32.406410217285156,0.03336394446545805
10,Visa,V,444200845312,2012,November,35.04488754272461,0.08141837703554478
10,Visa,V,444200845312,2012,December,35.48262405395508,0.012490738076896575
10,Visa,V,444200845312,2013,January,36.96438217163086,0.04176010532430216
10,Visa,V,444200845312,2013,February,37.21357345581055,0.006741389130289182
10,Visa,V,444200845312,2013,March,39.84085464477539,0.07060007800875728
10,Visa,V,444200845312,2013,April,39.51715469360352,-0.008124824481251859
10,Visa,V,444200845312,2013,May,41.86448287963867,0.059400232740316736
10,Visa,V,444200845312,2013,June,42.947872161865234,0.02587848237230903
10,Visa,V,444200845312,2013,July,41.59892654418945,-0.03140890455740791
10,Visa,V,444200845312,2013,August,41.06585693359375,-0.012814503999987528
10,Visa,V,444200845312,2013,September,44.99303436279297,0.09563120612702003
10,Visa,V,444200845312,2013,October,46.30445861816406,0.02914727299334088
10,Visa,V,444200845312,2013,November,47.99993133544922,0.03661575511046069
10,Visa,V,444200845312,2013,December,52.5342903137207,0.094465947181944
10,Visa,V,444200845312,2014,January,50.823883056640625,-0.032557920681253794
10,Visa,V,444200845312,2014,February,53.39946365356445,0.05067658041896317
10,Visa,V,444200845312,2014,March,51.01711654663086,-0.04461368980013286
10,Visa,V,444200845312,2014,April,47.88556289672851,-0.06138241166648523
10,Visa,V,444200845312,2014,May,50.869625091552734,0.06231653162895353
10,Visa,V,444200845312,2014,June,49.894065856933594,-0.019177637595389693
10,Visa,V,444200845312,2014,July,49.965091705322266,0.0014235329827064329
10,Visa,V,444200845312,2014,August,50.418556213378906,0.009075626453985628
10,Visa,V,444200845312,2014,September,50.62020492553711,0.003999493982033033
10,Visa,V,444200845312,2014,October,57.27718734741211,0.13150840522410953
10,Visa,V,444200845312,2014,November,61.37131881713867,0.07147926878625864
10,Visa,V,444200845312,2014,December,62.32448959350586,0.015531208954580966
10,Visa,V,444200845312,2015,January,60.591670989990234,-0.02780317359704752
10,Visa,V,444200845312,2015,February,64.607147216796875,0.06627109239931671
10,Visa,V,444200845312,2015,March,62.30442810058594,-0.03564186340690594
10,Visa,V,444200845312,2015,April,62.914031982421875,0.009784278588542321
10,Visa,V,444200845312,2015,May,65.53365325927734,0.041638108293351614
10,Visa,V,444200845312,2015,June,64.07373046875,-0.022277451628574793
10,Visa,V,444200845312,2015,July,71.8885498046875,0.12196604253827455
10,Visa,V,444200845312,2015,August,68.1451187133789,-0.052072702836252
10,Visa,V,444200845312,2015,September,66.577667236328125,-0.023001669182550623
10,Visa,V,444200845312,2015,October,74.14720916748047,0.1136949107015576
10,Visa,V,444200845312,2015,November,75.64965057373047,0.02026295288951943
10,Visa,V,444200845312,2015,December,74.25174713134766,-0.018478650354377683
10,Visa,V,444200845312,2016,January,71.32188415527344,-0.03945850554723563
10,Visa,V,444200845312,2016,February,69.44795227050781,-0.02627429024008852
10,Visa,V,444200845312,2016,March,73.37174987792969,0.05649983158809678
10,Visa,V,444200845312,2016,April,74.10083770751953,0.009936901202477035
10,Visa,V,444200845312,2016,May,75.8658676147461,0.023819297619727887
10,Visa,V,444200845312,2016,June,71.2816162109375,-0.06042574280027808
10,Visa,V,444200845312,2016,July,75.010528564453125,0.05231239906908085
10,Visa,V,444200845312,2016,August,77.88446044921875,0.038313713284878224
10,Visa,V,444200845312,2016,September,79.61738586425781,0.02224995082515777
10,Visa,V,444200845312,2016,October,79.43446350097656,-0.0022975178259823817
10,Visa,V,444200845312,2016,November,74.59456634521484,-0.06092943720457327
10,Visa,V,444200845312,2016,December,75.26988220214844,0.009053150785920675
10,Visa,V,444200845312,2017,January,79.79457092285156,0.060112871022587784
10,Visa,V,444200845312,2017,February,85.00172424316406,0.06525698753799898
10,Visa,V,444200845312,2017,March,85.90064239501953,0.010575293146806499
10,Visa,V,444200845312,2017,April,88.17211151123047,0.02644298171561329
10,Visa,V,444200845312,2017,May,92.2114715576172,0.0458122185933161
10,Visa,V,444200845312,2017,June,90.80742645263672,-0.015226360465391582
10,Visa,V,444200845312,2017,July,96.40421295166016,0.061633576874272566
10,Visa,V,444200845312,2017,August,100.40011596679687,0.04144946463221871
10,Visa,V,444200845312,2017,September,102.06827545166016,0.016615115120135467
10,Visa,V,444200845312,2017,October,106.6654281616211,0.045039976325828714
10,Visa,V,444200845312,2017,November,109.39024353027344,0.02554544068883933
10,Visa,V,444200845312,2017,December,110.77960205078124,0.012700936351085984
10,Visa,V,444200845312,2018,January,120.69945526123048,0.08954584622809891
10,Visa,V,444200845312,2018,February,119.65406036376952,-0.008661140145151543
10,Visa,V,444200845312,2018,March,116.42281341552734,-0.02700490847045734
10,Visa,V,444200845312,2018,April,123.4887237548828,0.060691801993620884
10,Visa,V,444200845312,2018,May,127.43055725097656,0.03192059466027077
10,Visa,V,444200845312,2018,June,129.11703491210937,0.013234483922182553
10,Visa,V,444200845312,2018,July,133.299072265625,0.032389508916173294
10,Visa,V,444200845312,2018,August,143.4088897705078,0.07584311978358697
10,Visa,V,444200845312,2018,September,146.53306579589844,0.021785093172327977
10,Visa,V,444200845312,2018,October,134.5831298828125,-0.08155112191353894
10,Visa,V,444200845312,2018,November,138.6000518798828,0.029847143550369385
10,Visa,V,444200845312,2018,December,129.04449462890625,-0.0689433887027535
10,Visa,V,444200845312,2019,January,132.04708862304688,0.02326789688142215
10,Visa,V,444200845312,2019,February,145.1222381591797,0.0990188399644181
10,Visa,V,444200845312,2019,March,153.02890014648437,0.054482773195877375
10,Visa,V,444200845312,2019,April,161.1021270751953,0.052756223961506456
10,Visa,V,444200845312,2019,May,158.3079833984375,-0.017343927901421377
10,Visa,V,444200845312,2019,June,170.29908752441406,0.07574541642537855
10,Visa,V,444200845312,2019,July,174.66574096679687,0.02564108537432304
10,Visa,V,444200845312,2019,August,177.6889190673828,0.01730836329924956
10,Visa,V,444200845312,2019,September,169.03147888183594,-0.04872245399986827
10,Visa,V,444200845312,2019,October,175.7628631591797,0.039823258495238205
10,Visa,V,444200845312,2019,November,181.61871337890625,0.033316766206881884
10,Visa,V,444200845312,2019,December,184.95559692382812,0.018373016099724394
10,Visa,V,444200845312,2020,January,195.8521270751953,0.058914303392801896
10,Visa,V,444200845312,2020,February,179.1709442138672,-0.08517233440576095
10,Visa,V,444200845312,2020,March,158.82492065429688,-0.11355649013762134
10,Visa,V,444200845312,2020,April,176.17425537109375,0.1092355950522397
10,Visa,V,444200845312,2020,May,192.78118896484375,0.09426424739965057
10,Visa,V,444200845312,2020,June,190.7372589111328,-0.01060233140321422
10,Visa,V,444200845312,2020,July,188.00210571289065,-0.014339899890857221
10,Visa,V,444200845312,2020,August,209.6366424560547,0.11507603418125241
10,Visa,V,444200845312,2020,September,197.7500915527344,-0.0567007311511012
10,Visa,V,444200845312,2020,October,179.69281005859375,-0.09131364416751879
10,Visa,V,444200845312,2020,November,208.3282928466797,0.1593579775325933
10,Visa,V,444200845312,2020,December,216.6277618408203,0.03983841503587159
11,NVIDIA,NVDA,392789032960,2010,January,3.53300404548645,NA
11,NVIDIA,NVDA,392789032960,2010,February,3.71895170211792,0.05263160025786698
11,NVIDIA,NVDA,392789032960,2010,March,3.9944300651550297,0.07407419754341703
11,NVIDIA,NVDA,392789032960,2010,April,3.606465578079224,-0.09712636865523597
11,NVIDIA,NVDA,392789032960,2010,May,3.0164835453033447,-0.16359009118564755
11,NVIDIA,NVDA,392789032960,2010,June,2.3438589572906494,-0.22298301247489635
11,NVIDIA,NVDA,392789032960,2010,July,2.109701633453369,-0.09990248052636713
11,NVIDIA,NVDA,392789032960,2010,August,2.141840696334839,0.01523393752549801
11,NVIDIA,NVDA,392789032960,2010,September,2.681319236755371,0.25187612754940125
11,NVIDIA,NVDA,392789032960,2010,October,2.7593705654144287,0.029109300969886186
11,NVIDIA,NVDA,392789032960,2010,November,3.1243796348571777,0.13227983005172358
11,NVIDIA,NVDA,392789032960,2010,December,3.5353007316589355,0.1315208600828503
11,NVIDIA,NVDA,392789032960,2011,January,5.491195201873779,0.5532469848179062
11,NVIDIA,NVDA,392789032960,2011,February,5.20194149017334,-0.05267591135746484
11,NVIDIA,NVDA,392789032960,2011,March,4.237767696380615,-0.18534883477910788
11,NVIDIA,NVDA,392789032960,2011,April,4.591297626495361,0.08342362192639495
11,NVIDIA,NVDA,392789032960,2011,May,4.600481033325195,0.002000176764154556
11,NVIDIA,NVDA,392789032960,2011,June,3.6592652797698975,-0.20459072578221102
11,NVIDIA,NVDA,392789032960,2011,July,3.1748833656311035,-0.13237135793807572
11,NVIDIA,NVDA,392789032960,2011,August,3.055509328842163,-0.03759950304984235
11,NVIDIA,NVDA,392789032960,2011,September,2.8718578815460205,-0.06010501933755653
11,NVIDIA,NVDA,392789032960,2011,October,3.3975613117218018,0.18305342808007508
11,NVIDIA,NVDA,392789032960,2011,November,3.588099956512451,0.05608100261010126
11,NVIDIA,NVDA,392789032960,2011,December,3.1817705631256104,-0.11324361035409489
11,NVIDIA,NVDA,392789032960,2012,January,3.390674352645874,0.065656459312719
11,NVIDIA,NVDA,392789032960,2012,February,3.4779083728790283,0.0257276314857787
11,NVIDIA,NVDA,392789032960,2012,March,3.5353007316589355,0.0165019755055817
11,NVIDIA,NVDA,392789032960,2012,April,2.9843437671661377,-0.15584444049099663
11,NVIDIA,NVDA,392789032960,2012,May,2.853492498397827,-0.04384591018231248
11,NVIDIA,NVDA,392789032960,2012,June,3.1725873947143555,0.11182608557607669
11,NVIDIA,NVDA,392789032960,2012,July,3.108309268951416,-0.02026047442224259
11,NVIDIA,NVDA,392789032960,2012,August,3.2207963466644287,0.036189152359012225
11,NVIDIA,NVDA,392789032960,2012,September,3.06239652633667,-0.04918032786885246
11,NVIDIA,NVDA,392789032960,2012,October,2.750188112258911,-0.10194904918182879
11,NVIDIA,NVDA,392789032960,2012,November,2.7656209468841553,0.005611556008279061
11,NVIDIA,NVDA,392789032960,2012,December,2.832623243331909,0.02422685455981993
11,NVIDIA,NVDA,392789032960,2013,January,2.832623243331909,0
11,NVIDIA,NVDA,392789032960,2013,February,2.94298791885376,0.038962003076707503
11,NVIDIA,NVDA,392789032960,2013,March,2.982506513595581,0.013428051976921677
11,NVIDIA,NVDA,392789032960,2013,April,3.201021194458008,0.07326544967004779
11,NVIDIA,NVDA,392789032960,2013,May,3.380833625793457,0.05617345853465828
11,NVIDIA,NVDA,392789032960,2013,June,3.2803657054901123,-0.029716907551097148
11,NVIDIA,NVDA,392789032960,2013,July,3.3738229274749756,0.02848987898771489
11,NVIDIA,NVDA,392789032960,2013,August,3.463629722595215,0.026618704375055077
11,NVIDIA,NVDA,392789032960,2013,September,3.6538355350494385,0.05491516925536341
11,NVIDIA,NVDA,392789032960,2013,October,3.566950798034668,-0.023779049763277018
11,NVIDIA,NVDA,392789032960,2013,November,3.683067560195923,0.03255350823040041
11,NVIDIA,NVDA,392789032960,2013,December,3.782226800918579,0.026923003475228517
11,NVIDIA,NVDA,392789032960,2014,January,3.706677198410034,-0.019974900101230417
11,NVIDIA,NVDA,392789032960,2014,February,4.35900354385376,0.17598682338012564
11,NVIDIA,NVDA,392789032960,2014,March,4.247537136077881,-0.025571534102799182
11,NVIDIA,NVDA,392789032960,2014,April,4.380346298217773,0.03126733395968064
11,NVIDIA,NVDA,392789032960,2014,May,4.526795387268066,0.033433221731779185
11,NVIDIA,NVDA,392789032960,2014,June,4.417199611663818,-0.024210454908674236
11,NVIDIA,NVDA,392789032960,2014,July,4.169416904449463,-0.056094976228847314
11,NVIDIA,NVDA,392789032960,2014,August,4.654508113861084,0.1163450958559572
11,NVIDIA,NVDA,392789032960,2014,September,4.415202617645264,-0.05141370266455668
11,NVIDIA,NVDA,392789032960,2014,October,4.676044940948486,0.059078222652969956
11,NVIDIA,NVDA,392789032960,2014,November,5.039491176605225,0.0777251374284305
11,NVIDIA,NVDA,392789032960,2014,December,4.8183979988098145,-0.04387212320596742
11,NVIDIA,NVDA,392789032960,2015,January,4.6141276359558105,-0.04239383357382691
11,NVIDIA,NVDA,392789032960,2015,February,5.32185173034668,0.15338199335360714
11,NVIDIA,NVDA,392789032960,2015,March,5.049245834350586,-0.05122388029745719
11,NVIDIA,NVDA,392789032960,2015,April,5.355627059936523,0.060678611348568466
11,NVIDIA,NVDA,392789032960,2015,May,5.36345100402832,0.0014608829188882332
11,NVIDIA,NVDA,392789032960,2015,June,4.87388277053833,-0.0912785878200977
11,NVIDIA,NVDA,392789032960,2015,July,4.835103988647461,-0.007956445346876069
11,NVIDIA,NVDA,392789032960,2015,August,5.471199989318848,0.13155787386680878
11,NVIDIA,NVDA,392789032960,2015,September,5.999338626861572,0.09653067673888424
11,NVIDIA,NVDA,392789032960,2015,October,6.904714584350586,0.15091262784121956
11,NVIDIA,NVDA,392789032960,2015,November,7.749354839324951,0.12232804769204038
11,NVIDIA,NVDA,392789032960,2015,December,8.05229377746582,0.039092149530122466
11,NVIDIA,NVDA,392789032960,2016,January,7.155694484710693,-0.1113470667531085
11,NVIDIA,NVDA,392789032960,2016,February,7.689318656921387,0.07457335879150072
11,NVIDIA,NVDA,392789032960,2016,March,8.736299514770508,0.13616042000115344
11,NVIDIA,NVDA,392789032960,2016,April,8.711779594421387,-0.002806671212183732
11,NVIDIA,NVDA,392789032960,2016,May,11.48526382446289,0.3183602385691108
11,NVIDIA,NVDA,392789032960,2016,June,11.55655288696289,0.0062070026069543805
11,NVIDIA,NVDA,392789032960,2016,July,14.036995887756348,0.21463519658977892
11,NVIDIA,NVDA,392789032960,2016,August,15.107110977172852,0.0762353353932306
11,NVIDIA,NVDA,392789032960,2016,September,16.87543487548828,0.11705241994895005
11,NVIDIA,NVDA,392789032960,2016,October,17.52562713623047,0.03852891884206181
11,NVIDIA,NVDA,392789032960,2016,November,22.741456985473633,0.2976115952199255
11,NVIDIA,NVDA,392789032960,2016,December,26.32779884338379,0.15770061963052645
11,NVIDIA,NVDA,392789032960,2017,January,26.929630279541016,0.0228591626568306
11,NVIDIA,NVDA,392789032960,2017,February,25.061992645263672,-0.06935251672193309
11,NVIDIA,NVDA,392789032960,2017,March,26.90188217163086,0.07341353708021689
11,NVIDIA,NVDA,392789032960,2017,April,25.758432388305664,-0.04250445288660918
11,NVIDIA,NVDA,392789032960,2017,May,35.68692398071289,0.3854462664006978
11,NVIDIA,NVDA,392789032960,2017,June,35.73884201049805,0.0014548194126570145
11,NVIDIA,NVDA,392789032960,2017,July,40.17652893066406,0.12416985751419911
11,NVIDIA,NVDA,392789032960,2017,August,41.92667388916016,0.043561377876034785
11,NVIDIA,NVDA,392789032960,2017,September,44.23530960083008,0.05506365035712494
11,NVIDIA,NVDA,392789032960,2017,October,51.173606872558594,0.1568497504445706
