Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,540.299988,559.299988,514.400024,518.700012,518.700012,158081243
2010-02-01,517.700012,541.700012,504.299988,535.099976,535.099976,144700280
2010-03-01,540.000000,576.000000,535.599976,569.799988,569.799988,143566009
2010-04-01,572.000000,586.799988,557.000000,558.500000,558.500000,119133141
2010-05-01,558.500000,559.599976,497.799988,520.000000,520.000000,228220742
2010-06-01,519.000000,535.200012,492.000000,493.200012,493.200012,154209259
2010-07-01,488.000000,542.250000,481.000000,528.250000,528.250000,165695852
2010-08-01,532.700012,544.700012,506.899994,522.000000,522.000000,125298571
2010-09-01,524.400024,563.900024,522.299988,554.000000,554.000000,126203265
2010-10-01,557.400024,578.599976,554.599976,567.099976,567.099976,104952684
2010-11-01,570.400024,591.000000,550.799988,551.799988,551.799988,154488277
2010-12-01,556.000000,601.000000,555.099976,591.500000,591.500000,86402394
2011-01-01,591.500000,614.000000,581.000000,585.400024,585.400024,86457709
2011-02-01,589.599976,611.900024,584.794983,598.000000,598.000000,107171267
2011-03-01,601.900024,606.000000,523.145996,591.900024,591.900024,230949420
2011-04-01,596.349976,611.400024,587.458008,609.900024,609.900024,103267856
2011-05-01,609.900024,613.120972,578.487976,596.900024,596.900024,155264149
2011-06-01,598.299988,598.599976,564.695007,595.200012,595.200012,184355670
2011-07-01,596.099976,608.224976,574.000000,581.900024,581.900024,146638980
2011-08-01,587.000000,591.442993,483.299988,539.099976,539.099976,286549862
2011-09-01,541.049988,544.299988,492.299988,514.000000,514.000000,182357136
2011-10-01,501.100006,600.000000,487.700012,553.000000,553.000000,144495499
2011-11-01,543.599976,561.544983,505.566986,549.099976,549.099976,172884123
2011-12-01,549.900024,560.632996,532.000000,539.000000,539.000000,133552640
2012-01-01,539.000000,578.799988,539.000000,566.200012,566.200012,125667162
2012-02-01,569.200012,595.599976,566.200012,585.000000,585.000000,117862696
2012-03-01,584.900024,599.299988,566.099976,577.400024,577.400024,144154701
2012-04-01,579.400024,589.918030,559.900024,577.599976,577.599976,113156643
2012-05-01,578.000000,586.700012,523.000000,531.799988,531.799988,165044004
2012-06-01,532.900024,563.000000,522.580017,558.000000,558.000000,100611710
2012-07-01,559.799988,573.900024,545.599976,564.799988,564.799988,121043108
2012-08-01,565.000000,591.299988,565.000000,569.099976,569.099976,98679869
2012-09-01,569.000000,592.940002,562.955017,575.500000,575.500000,102467868
2012-10-01,574.400024,593.700012,574.400024,580.099976,580.099976,123369592
2012-11-01,580.599976,595.142029,564.599976,585.400024,585.400024,117038504
2012-12-01,587.200012,598.510010,583.400024,587.250000,587.250000,64889840
2013-01-01,587.250000,632.833008,587.250000,625.299988,625.299988,111935788
2013-02-01,626.799988,638.500000,619.487000,632.900024,632.900024,132718090
2013-03-01,632.200012,651.500000,627.945007,642.000000,642.000000,126239792
2013-04-01,642.000000,650.599976,622.666992,644.599976,644.599976,180505577
2013-05-01,640.599976,691.700012,640.599976,655.099976,655.099976,133635236
2013-06-01,653.000000,655.028992,602.000000,622.200012,622.200012,119682109
2013-07-01,628.099976,666.044983,619.099976,661.200012,661.200012,130242230
2013-08-01,664.400024,669.695007,637.000000,640.900024,640.900024,134280871
2013-09-01,647.200012,669.000000,642.000000,644.700012,644.700012,125665425
2013-10-01,644.200012,680.500000,630.400024,671.599976,671.599976,118776158
2013-11-01,669.299988,679.900024,655.599976,659.700012,659.700012,78102872
2013-12-01,661.599976,672.400024,638.202026,667.000000,667.000000,89980387
2014-01-01,667.000000,682.099976,638.000000,646.900024,646.900024,115760853
2014-02-01,645.799988,687.799988,637.099976,677.500000,677.500000,135947634
2014-03-01,669.900024,678.012024,647.799988,659.500000,659.500000,165505578
2014-04-01,662.000000,680.700012,650.088013,679.299988,679.299988,136842190
2014-05-01,680.599976,692.260010,673.750000,679.799988,679.799988,101019769
2014-06-01,682.200012,684.400024,668.299988,672.799988,672.799988,84292998
2014-07-01,674.000000,684.900024,662.500000,670.799988,670.799988,90677368
2014-08-01,669.799988,680.919983,652.463989,679.299988,679.299988,116924449
2014-09-01,678.000000,687.599976,658.228027,660.500000,660.500000,121028236
2014-10-01,659.500000,665.497009,605.299988,653.700012,653.700012,138679972
2014-11-01,651.500000,681.603027,643.400024,666.599976,666.599976,94219247
2014-12-01,660.000000,670.299988,609.739990,651.900024,651.900024,148807086
2015-01-01,651.900024,683.900024,624.200012,668.500000,668.500000,162818924
2015-02-01,671.700012,692.713989,667.500000,688.700012,688.700012,133526500
2015-03-01,689.000000,704.500000,665.900024,675.700012,675.700012,133106495
2015-04-01,675.900024,713.000000,675.125977,697.099976,697.099976,111404119
2015-05-01,696.000000,711.900024,682.244995,693.299988,693.299988,128220332
2015-06-01,695.200012,698.799988,650.700012,650.700012,650.700012,145024800
2015-07-01,656.599976,680.400024,642.299988,668.700012,668.700012,127958331
2015-08-01,668.200012,676.500000,581.200012,624.000000,624.000000,153997980
2015-09-01,620.000000,628.000000,587.700012,606.900024,606.900024,127619711
2015-10-01,613.900024,648.099976,595.900024,635.599976,635.599976,96838647
2015-11-01,630.799988,645.106018,608.599976,638.400024,638.400024,102851356
2015-12-01,642.299988,649.200012,582.419983,616.200012,616.200012,128110814
2016-01-01,616.200012,616.200012,558.500000,604.099976,604.099976,160358227
2016-02-01,606.000000,609.299988,546.109985,607.900024,607.900024,229402460
2016-03-01,606.500000,619.383972,597.000000,612.599976,612.599976,121040045
2016-04-01,606.500000,638.374023,601.000000,620.000000,620.000000,127659523
2016-05-01,620.000000,630.099976,602.979980,623.799988,623.799988,118665909
2016-06-01,622.500000,643.000000,570.000000,643.000000,643.000000,311983538
2016-07-01,646.500000,670.044006,636.000000,665.099976,665.099976,168594198
2016-08-01,668.700012,692.299988,652.700012,676.200012,676.200012,101040395
2016-09-01,680.000000,691.799988,655.424988,680.900024,680.900024,126236185
2016-10-01,681.299988,703.599976,680.700012,687.000000,687.000000,100823296
2016-11-01,688.900024,694.299988,660.000000,675.700012,675.700012,110387022
2016-12-01,674.799988,705.200012,665.250000,701.200012,701.200012,114528957
2017-01-01,701.200012,725.500000,701.200012,702.099976,702.099976,93759429
2017-02-01,706.400024,727.677979,701.099976,722.500000,722.500000,69141736
2017-03-01,726.000000,736.700012,718.400024,725.500000,725.500000,99262982
2017-04-01,727.500000,734.799988,704.099976,715.400024,715.400024,93805556
2017-05-01,715.400024,756.900024,715.400024,749.900024,749.900024,115536719
2017-06-01,753.000000,759.000000,722.000000,723.000000,723.000000,84875917
2017-07-01,723.900024,743.148010,722.846008,729.900024,729.900024,136691191
2017-08-01,732.900024,748.700012,727.056030,741.599976,741.599976,124055342
2017-09-01,742.799988,744.400024,708.916016,727.599976,727.599976,123005756
2017-10-01,728.599976,747.599976,728.200012,741.299988,741.299988,91327415
2017-11-01,744.700012,750.099976,727.400024,727.400024,727.400024,74714231
2017-12-01,727.500000,761.299988,724.299988,761.299988,761.299988,113775998
2018-01-01,761.299988,768.200012,741.900024,744.000000,744.000000,160454747
2018-02-01,744.599976,745.200012,699.000000,718.400024,718.400024,129006553
2018-03-01,717.099976,721.799988,679.900024,699.099976,699.099976,134348464
2018-04-01,699.099976,750.099976,690.700012,745.900024,745.900024,75092491
2018-05-01,747.200012,788.900024,744.599976,766.299988,766.299988,68208756
2018-06-01,772.400024,776.799988,743.000000,756.599976,756.599976,71646216
2018-07-01,750.700012,770.799988,746.700012,767.700012,767.700012,59931162
2018-08-01,767.400024,771.599976,741.700012,741.799988,741.799988,67752616
2018-09-01,744.099976,752.099976,717.599976,741.700012,741.700012,61799295
2018-10-01,738.599976,743.000000,678.799988,706.200012,706.200012,97188479
2018-11-01,701.799988,712.700012,686.000000,694.200012,694.200012,99108182
2018-12-01,707.599976,710.500000,646.099976,665.400024,665.400024,71045251
2019-01-01,665.400024,691.700012,652.200012,688.799988,688.799988,101374244
2019-02-01,690.000000,718.900024,689.000000,703.500000,703.500000,85925948
2019-03-01,707.400024,728.099976,704.599976,719.000000,719.000000,117096397
2019-04-01,721.099976,745.900024,721.099976,736.900024,736.900024,65788012
2019-05-01,737.500000,739.000000,710.900024,714.799988,714.799988,74683592
2019-06-01,710.000000,741.400024,706.700012,733.400024,733.400024,64016390
2019-07-01,739.700012,762.900024,737.599976,749.700012,749.700012,89510567
2019-08-01,746.099976,752.200012,699.831970,719.099976,719.099976,98409434
2019-09-01,720.299988,734.221985,711.458008,731.000000,731.000000,117192021
2019-10-01,733.099976,733.200012,691.849976,717.400024,717.400024,111127646
2019-11-01,719.200012,738.599976,713.757996,729.299988,729.299988,98361747
2019-12-01,728.900024,756.599976,707.900024,744.200012,744.200012,145800295
2020-01-01,744.200012,758.099976,717.700012,718.700012,718.700012,133627772
2020-02-01,721.200012,750.000000,641.000000,653.799988,653.799988,155427950
2020-03-01,669.900024,681.299988,482.250000,558.000000,558.000000,323018070
2020-04-01,539.700012,607.099976,530.739990,581.799988,581.799988,182489651
2020-05-01,575.000000,615.299988,558.684021,598.799988,598.799988,202670781
2020-06-01,608.299988,642.400024,583.875977,604.400024,604.400024,213471017
2020-07-01,605.099976,621.000000,580.799988,580.799988,580.799988,166624356
2020-08-01,581.000000,620.062012,576.070007,590.000000,590.000000,164871954
2020-09-01,589.500000,606.299988,565.994019,575.900024,575.900024,201335385
2020-10-01,578.799988,594.390015,544.000000,549.799988,549.799988,178731357
2020-11-01,550.099976,637.452026,547.406006,618.099976,618.099976,240212319
2020-12-01,621.200012,657.700012,620.500000,636.200012,636.200012,194117633
2021-01-01,636.200012,679.403992,629.448975,630.000000,630.000000,160260149
2021-02-01,633.500000,669.400024,632.359985,640.200012,640.200012,174935141
2021-03-01,647.500000,671.700012,646.599976,660.900024,660.900024,223102757
2021-04-01,662.700012,693.395996,661.708008,687.500000,687.500000,160846153
2021-05-01,687.500000,707.400024,673.466003,695.000000,695.000000,153205464
2021-06-01,697.400024,714.599976,680.828003,688.599976,688.599976,146786689
2021-07-01,693.900024,702.070007,667.599976,690.500000,690.500000,142001863
2021-08-01,695.700012,711.968994,690.599976,703.599976,703.599976,94103599
2021-09-01,707.900024,712.400024,667.599976,692.599976,692.599976,129117092
