Date,Open,High,Low,Close,Adj Close,Volume
2020-02-01,220.139999,237.470001,198.169998,205.800003,203.012131,952392300
2020-03-01,208.880005,219.610001,164.929993,190.399994,187.820740,2191775700
2020-04-01,184.770004,220.039993,180.860001,218.910004,216.404709,1092071200
2020-05-01,214.500000,233.600006,211.119995,233.360001,230.689362,846592000
2020-06-01,232.460007,251.149994,231.470001,247.600006,244.766373,928360400
2020-07-01,247.639999,269.790009,247.080002,265.790009,263.205170,924935100
2020-08-01,268.000000,296.750000,264.630005,294.880005,292.012238,701414600
2020-09-01,297.619995,303.500000,260.109985,277.839996,275.137939,1325374300
2020-10-01,281.790009,297.459991,267.070007,269.380005,266.760193,936826500
2020-11-01,271.850006,300.170013,266.970001,299.619995,296.706085,751645800
2020-12-01,301.970001,314.690002,298.089996,313.739990,310.688782,569870600
2021-01-01,315.109985,330.320007,305.179993,314.559998,312.065430,655263000
2021-02-01,318.109985,338.190002,310.880005,314.140015,311.648773,795468600
2021-03-01,319.269989,324.329987,297.450012,319.130005,316.599182,1621173600
2021-04-01,323.070007,342.799988,322.809998,337.989990,335.733154,771139800
2021-05-01,339.230011,340.000000,316.000000,333.929993,331.700256,965410800
2021-06-01,335.299988,355.230011,328.279999,354.429993,352.063354,751288500
2021-07-01,354.070007,368.890015,352.040009,364.570007,362.555756,813285700
2021-08-01,366.279999,380.760010,359.959991,379.950012,377.850769,683466500
2021-09-01,381.040009,382.779999,357.100006,357.959991,355.982208,931849900
2021-10-01,358.600006,386.279999,350.320007,386.109985,384.402374,878747900
2021-11-01,386.559998,408.709991,384.420013,393.820007,392.078339,922244500
2021-12-01,398.279999,404.579987,377.470001,397.850006,396.090485,1232817200
