Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,112.370003,115.139999,107.220001,107.389999,84.548805,3706842300
2010-02-01,108.150002,111.580002,104.580002,110.739998,87.186272,4451912400
2010-03-01,111.199997,118.169998,111.169998,117.000000,92.114807,3899688500
2010-04-01,117.800003,122.120003,117.099998,118.809998,93.925041,3887089700
2010-05-01,119.379997,120.680000,104.379997,109.370003,86.462265,7413878800
2010-06-01,108.349998,113.199997,102.879997,103.220001,81.600372,5706059600
2010-07-01,103.150002,112.290001,101.129997,110.269997,87.588493,4725402000
2010-08-01,111.989998,113.180000,104.290001,105.309998,83.648735,4541971600
2010-09-01,106.730003,115.790001,106.660004,114.129997,90.654556,4035642500
2010-10-01,114.989998,119.760002,113.180000,118.489998,94.621590,3767490800
2010-11-01,119.070000,122.949997,117.589996,118.489998,94.621590,3983708900
2010-12-01,120.199997,126.199997,120.190002,125.750000,100.419167,2722749900
2011-01-01,126.709999,130.350006,125.699997,128.679993,103.299362,2860314700
2011-02-01,129.460007,134.690002,129.380005,133.149994,106.887711,2820073500
2011-03-01,133.570007,133.690002,125.279999,132.589996,106.438133,4787459400
2011-04-01,133.410004,136.570007,129.509995,136.429993,109.996529,2812718500
2011-05-01,137.070007,137.179993,131.380005,134.899994,108.762993,3337607300
2011-06-01,134.509995,134.919998,126.190002,131.970001,106.400650,4710433400
2011-07-01,132.089996,135.699997,127.970001,129.330002,104.789108,3840768000
2011-08-01,130.839996,130.960007,110.269997,122.220001,99.028275,9050451800
2011-09-01,122.290001,123.400002,111.300003,113.150002,91.679359,6188283200
2011-10-01,112.489998,129.419998,107.430000,125.500000,102.211967,5721102000
2011-11-01,122.029999,128.020004,116.199997,124.989998,101.796616,5013586000
2011-12-01,124.849998,127.260002,120.029999,125.500000,102.211967,3848636100
2012-01-01,127.760002,133.399994,126.430000,131.320007,107.630310,2883821400
2012-02-01,132.289993,138.190002,132.130005,137.020004,112.302048,2894582000
2012-03-01,137.309998,141.830002,134.360001,140.809998,115.408287,3057516200
2012-04-01,140.639999,142.210007,135.759995,139.869995,115.140289,3035644100
2012-05-01,139.789993,141.660004,129.550003,131.470001,108.225471,4004156100
2012-06-01,129.410004,136.270004,127.139999,136.100006,112.036858,3644886200
2012-07-01,136.479996,139.339996,132.600006,137.710007,113.949562,2864743300
2012-08-01,138.699997,143.089996,135.580002,141.160004,116.804314,2413590900
2012-09-01,141.039993,148.110001,140.130005,143.970001,119.129486,2391233500
2012-10-01,144.520004,147.160004,140.389999,141.350006,117.585899,2719915500
2012-11-01,141.649994,143.720001,134.699997,142.149994,118.251358,3032769100
2012-12-01,142.800003,145.580002,139.539993,142.410004,118.467659,2889875900
