Date,Open,High,Low,Close,Adj Close,Volume,index,Growth_rate,Year,Month
2013-06-01,2300.208984,2313.425049,1849.652954,1979.206055,1979.206055,1552200,SS,-0.13969817375559232,2013,June
2013-07-01,1965.987061,2092.86792,1946.365967,1993.79895,1993.79895,2165300,SS,0.0073731054748617355,2013,July
2013-08-01,2000.817993,2198.8479,1997.057983,2098.38208,2098.38208,2489100,SS,0.05245420056019176,2013,August
2013-09-01,2104.090088,2270.268066,2078.455078,2174.665039,2174.665039,2999100,SS,0.036353226481995175,2013,September
2013-10-01,2171.904053,2242.983887,2093.197021,2141.614014,2141.614014,2377300,SS,-0.01519821416506423,2013,October
2013-11-01,2139.879883,2234.386963,2078.988037,2220.503906,2220.503906,2187800,SS,0.036836652862881236,2013,November
2013-12-01,2203.12207,2260.871094,2068.542969,2115.978027,2115.978027,2071300,SS,-0.04707304441913457,2013,December
2014-01-01,2112.125977,2113.110107,1984.823975,2033.083008,2033.083008,1563400,SS,-0.03917574660145563,2014,January
2014-02-01,2022.322998,2177.978027,2014.380981,2056.302002,2056.302002,2051200,SS,0.011420583374429461,2014,February
2014-03-01,2052.074951,2079.551025,1974.381958,2033.30603,2033.30603,2313100,SS,-0.011183168609296495,2014,March
2014-04-01,2031.005005,2146.669922,1997.640015,2026.358032,2026.358032,2067500,SS,-0.003417094081012424,2014,April
2014-05-01,2022.177979,2061.059082,1991.055054,2039.212036,2039.212036,1512200,SS,0.006343402200899808,2014,May
2014-06-01,2039.196045,2087.322021,2010.530029,2048.326904,2048.326904,1591200,SS,0.004469799039573791,2014,June
2014-07-01,2051.225098,2202.125977,2033.004028,2201.562012,2201.562012,2981100,SS,0.07480988884184468,2014,July
2014-08-01,2194.169922,2248.938965,2180.596924,2217.199951,2217.199951,3343700,SS,0.007103110843466075,2014,August
2014-09-01,2220.128906,2365.490967,2217.685059,2363.870117,2363.870117,4190900,SS,0.06615107759399363,2014,September
2014-10-01,2368.575928,2423.595947,2279.835938,2420.177979,2420.177979,3697200,SS,0.02382020128561916,2014,October
2014-11-01,2425.225098,2683.179932,2401.75,2682.918945,2682.918945,5691200,SS,0.10856266286191171,2014,November
2014-12-01,2691.725098,3239.356934,2665.686035,3234.677002,3234.677002,11006600,SS,0.2056558801481049,2014,December
2015-01-01,3258.626953,3406.785889,3095.065918,3210.363037,3210.363037,7037400,SS,-0.007516659309404465,2015,January
2015-02-01,3148.135986,3324.545898,3049.111084,3310.302979,3310.302979,3615500,SS,0.03113041760329736,2015,February
2015-03-01,3332.720947,3835.566895,3198.370117,3747.898926,3747.898926,9442300,SS,0.132192113463944,2015,March
2015-04-01,3748.340088,4572.391113,3742.212891,4441.654785,4441.654785,12677300,SS,0.18510527436779653,2015,April
2015-05-01,4441.342773,4986.50293,4099.041992,4611.744141,4611.744141,10665200,SS,0.0382941413129207,2015,May
2015-06-01,4633.098145,5178.190918,3847.879883,4277.222168,4277.222168,12870600,SS,-0.07253697576714715,2015,June
2015-07-01,4214.149902,4317.053223,3373.540039,3663.726074,3663.726074,13193700,SS,-0.14343330084414732,2015,July
2015-08-01,3614.98999,4006.336914,2850.714111,3205.986084,3205.986084,8719300,SS,-0.1249383771478981,2015,August
2015-09-01,3157.832031,3256.74292,2983.534912,3052.781006,3052.781006,5362500,SS,-0.047787193701368524,2015,September
2015-10-01,3156.074951,3457.51709,3133.126953,3382.561035,3382.561035,5452900,SS,0.10802610090663019,2015,October
2015-11-01,3337.577881,3678.272949,3302.184082,3445.405029,3445.405029,7066000,SS,0.018578820411440065,2015,November
2015-12-01,3442.440918,3684.566895,3399.280029,3539.181885,3539.181885,5362400,SS,0.027217948313965835,2015,December
2016-01-01,3536.589111,3538.688965,2638.302002,2737.600098,2737.600098,4007700,SS,-0.22648787574250373,2016,January
2016-02-01,2730.983887,2933.964111,2638.962891,2687.979004,2687.979004,3013400,SS,-0.018125764254703094,2016,February
2016-03-01,2688.379883,3028.322021,2668.75708,3003.915039,3003.915039,5079500,SS,0.11753664538668405,2016,March
2016-04-01,2997.087891,3097.165039,2905.049072,2938.323975,2938.323975,3786800,SS,-0.02183519278955219,2016,April
2016-05-01,2940.39209,3004.417969,2780.762939,2916.615967,2916.615967,2853900,SS,-0.007387887851951251,2016,May
2016-06-01,2917.154053,2945.941895,2807.5979,2929.605957,2929.605957,3176100,SS,0.004453788276199214,2016,June
2016-07-01,2931.802002,3069.047119,2922.52002,2979.339111,2979.339111,4011800,SS,0.016976055732398812,2016,July
2016-08-01,2971.948975,3140.440918,2931.962891,3085.490967,3085.490967,3956200,SS,0.035629329876574904,2016,August
2016-09-01,3083.960938,3105.677979,2969.13208,3004.702881,3004.702881,2795700,SS,-0.026183219093507726,2016,September
2016-10-01,3020.457031,3137.033936,3014.620117,3100.491943,3100.491943,2783300,SS,0.03187971183630646,2016,October
2016-11-01,3101.664063,3301.212891,3094.103027,3250.033936,3250.033936,5200800,SS,0.048231698630155036,2016,November
2016-12-01,3257.0271,3279.714111,3068.415039,3103.636963,3103.636963,3966100,SS,-0.04504475211116685,2016,December
2017-01-01,3105.309082,3174.577881,3044.291016,3159.166016,3159.166016,2759900,SS,0.017891607060358434,2017,January
2017-02-01,3160.082031,3264.082031,3132.032959,3241.73291,3241.73291,3398000,SS,0.026135661621399273,2017,February
2017-03-01,3240.072998,3283.239014,3193.156982,3222.513916,3222.513916,4117600,SS,-0.00592861735793042,2017,March
2017-04-01,3235.659912,3295.187012,3097.333008,3154.657959,3154.657959,3783100,SS,-0.021056839091707358,2017,April
2017-05-01,3147.228027,3154.781006,3016.531006,3117.177979,3117.177979,3228100,SS,-0.011880837950457522,2017,May
2017-06-01,3108.420898,3193.460938,3078.787109,3192.427002,3192.427002,3204600,SS,0.024140111186124816,2017,June
2017-07-01,3191.998047,3276.946045,3139.503906,3273.028076,3273.028076,4187400,SS,0.02524758559851329,2017,July
2017-08-01,3274.368896,3376.647949,3200.748047,3360.810059,3360.810059,5059800,SS,0.026819807518204695,2017,August
2017-09-01,3365.990967,3391.644043,3332.599121,3348.943115,3348.943115,4224500,SS,-0.0035309772916862947,2017,September
2017-10-01,3403.246094,3421.103027,3357.275879,3393.342041,3393.342041,2706700,SS,0.01325759335867365,2017,October
2017-11-01,3393.968018,3450.495117,3300.781006,3317.187988,3317.187988,3976100,SS,-0.02244219771537017,2017,November
2017-12-01,3315.10498,3324.516113,3254.177979,3307.172119,3307.172119,2936700,SS,-0.003019385406022486,2017,December
2018-01-01,3314.031006,3587.031982,3314.031006,3480.833008,3480.833008,4797900,SS,0.05251038734945269,2018,January
2018-02-01,3478.669922,3495.093018,3062.74292,3259.407959,3259.407959,2888900,SS,-0.06361266067378087,2018,February
2018-03-01,3235.089111,3333.875,3091.458008,3168.896973,3168.896973,3704100,SS,-0.02776914922542233,2018,March
2018-04-01,3169.779053,3220.844971,3041.625,3082.231934,3082.231934,2699000,SS,-0.02734864520317745,2018,April
2018-05-01,3087.408936,3219.73999,3041,3095.474121,3095.474121,2979200,SS,0.004296298034526913,2018,May
2018-06-01,3084.753906,3128.715088,2782.381104,2847.417969,2847.417969,2624100,SS,-0.08013510767774243,2018,June
2018-07-01,2841.580078,2915.297119,2691.020996,2876.400879,2876.400879,3049200,SS,0.010178663728169975,2018,July
2018-08-01,2882.506104,2897.399902,2653.112061,2725.25,2725.25,2821600,SS,-0.0525486138262301,2018,August
2018-09-01,2716.404053,2827.341064,2644.295898,2821.350098,2821.350098,2148400,SS,0.035262855884781175,2018,September
2018-10-01,2768.208008,2771.937988,2449.197021,2602.782959,2602.782959,2740500,SS,-0.07746898874937136,2018,October
2018-11-01,2617.032959,2703.511963,2555.322021,2588.187988,2588.187988,4052800,SS,-0.005607448346598763,2018,November
2018-12-01,2647.13208,2666.077881,2462.844971,2493.895996,2493.895996,2570900,SS,-0.03643166278383946,2018,December
2019-01-01,2497.881104,2630.318115,2440.906982,2584.572021,2584.572021,3385600,SS,0.03635918464339992,2019,January
2019-02-01,2597.778076,2997.488037,2590.553955,2940.954102,2940.954102,4421800,SS,0.1378882376286469,2019,February
2019-03-01,2954.4021,3129.939941,2930.834961,3090.758057,3090.758057,8691900,SS,0.05093719582299005,2019,March
2019-04-01,3111.662109,3288.452881,3050.025879,3078.339111,3078.339111,7477500,SS,-0.004018090633743913,2019,April
2019-05-01,2984.727051,2986.540039,2833.035889,2898.696045,2898.696045,4465000,SS,-0.05835713984793654,2019,May
2019-06-01,2901.741943,3012.825928,2822.185059,2978.87793,2978.87793,3974800,SS,0.027661363508018295,2019,June
2019-07-01,3024.624023,3048.483887,2879.689941,2932.51001,2932.51001,3606900,SS,-0.015565565655790446,2019,July
2019-08-01,2920.850098,2927.340088,2733.924072,2886.23999,2886.23999,3659100,SS,-0.015778299082430048,2019,August
2019-09-01,2886.941895,3042.929932,2883.681885,2905.189941,2905.189941,3946600,SS,0.006565618613024642,2019,September
2019-10-01,2905.76001,3026.379883,2891.540039,2929.060059,2929.060059,2635100,SS,0.008216370868950293,2019,October
2019-11-01,2924.340088,3008.310059,2858.580078,2871.97998,2871.97998,3044900,SS,-0.01948750720375715,2019,November
2019-12-01,2874.449951,3051.677002,2857.320068,3050.124023,3050.124023,4127700,SS,0.06202830250926741,2019,December
2020-01-01,3066.335938,3127.168945,2955.345947,2976.528076,2976.528076,3873500,SS,-0.024128837530879577,2020,January
2020-02-01,2716.697998,3058.897949,2685.269043,2880.303955,2880.303955,6536900,SS,-0.032327637617754555,2020,February
2020-03-01,2899.310059,3074.25708,2646.804932,2750.295898,2750.295898,6989500,SS,-0.04513692271064496,2020,March
2020-04-01,2743.541016,2865.590088,2719.904053,2860.082031,2860.082031,4710400,SS,0.039917935041039014,2020,April
2020-05-01,2831.633057,2914.280029,2802.465088,2852.351074,2852.351074,3703600,SS,-0.0027030542887249666,2020,May
2020-06-01,2871.964111,2990.824951,2871.964111,2984.674072,2984.674072,4699800,SS,0.0463908525167753,2020,June
2020-07-01,2991.180908,3458.791016,2984.983887,3310.00708,3310.00708,10245000,SS,0.10900118409980951,2020,July
2020-08-01,3332.183105,3456.720947,3263.264893,3395.677979,3395.677979,7359100,SS,0.025882391466063026,2020,August
2020-09-01,3389.741943,3425.628906,3202.343994,3218.052002,3218.052002,4906000,SS,-0.052309429250505544,2020,September
2020-10-01,3262.611084,3371.090088,3219.422119,3224.532959,3224.532959,3036800,SS,0.0020139379338719016,2020,October
2020-11-01,3228.715088,3456.73999,3209.908936,3391.76001,3391.76001,5680600,SS,0.051860859580688146,2020,November
2020-12-01,3388.98999,3474.917969,3325.172119,3473.069092,3473.069092,6445100,SS,0.023972533952955066,2020,December
2021-01-01,3474.678955,3637.100098,3446.547119,3483.069092,3483.069092,6639700,SS,0.002879297743610797,2021,January
2021-02-01,3477.172119,3731.687012,3465.770996,3509.080078,3509.080078,4840700,SS,0.007467835208822718,2021,February
2021-03-01,3531.47998,3577.620117,3328.310059,3441.909912,3441.909912,7440600,SS,-0.019141816233012133,2021,March
2021-04-01,3444.810059,3497.120117,3373.090088,3446.860107,3446.860107,5695300,SS,0.0014382116692657626,2021,April
2021-05-01,3446.070068,3626.360107,3384.699951,3615.47998,3615.47998,5801500,SS,0.048919848141664106,2021,May
2021-06-01,3608.600098,3629.290039,3503.179932,3591.199951,3591.199951,6683700,SS,-0.006715575562390478,2021,June
2021-07-01,3600.550049,3607.699951,3312.719971,3397.360107,3397.360107,7904000,SS,-0.05397634402006041,2021,July
2021-08-01,3385.689941,3544.090088,3367.639893,3543.939941,3543.939941,8942400,SS,0.04314521551541846,2021,August
2021-09-01,3543.870117,3723.850098,3514.669922,3568.169922,3568.169922,10729100,SS,0.0068370179527260655,2021,September
2021-10-01,3609.090088,3625.02002,3502.800049,3547.340088,3547.340088,5618400,SS,-0.005837679946678312,2021,October
2021-11-01,3530.399902,3602.735107,3448.439941,3563.889893,3563.889893,7151300,SS,0.004665412559676772,2021,November
2021-12-01,3561.889893,3708.939941,3558.689941,3639.780029,3639.780029,8638600,SS,0.021294186486810182,2021,December
2010-01-01,540.299988,559.299988,514.400024,518.700012,518.700012,158081243,FTSE,0,2010,January
2010-02-01,517.700012,541.700012,504.299988,535.099976,535.099976,144700280,FTSE,0.03161743516597403,2010,February
2010-03-01,540,576,535.599976,569.799988,569.799988,143566009,FTSE,0.06484771735441083,2010,March
2010-04-01,572,586.799988,557,558.5,558.5,119133141,FTSE,-0.019831499189150534,2010,April
2010-05-01,558.5,559.599976,497.799988,520,520,228220742,FTSE,-0.06893464637421665,2010,May
2010-06-01,519,535.200012,492,493.200012,493.200012,154209259,FTSE,-0.05153843846153843,2010,June
2010-07-01,488,542.25,481,528.25,528.25,165695852,FTSE,0.07106647840065337,2010,July
2010-08-01,532.700012,544.700012,506.899994,522,522,125298571,FTSE,-0.011831519167061051,2010,August
2010-09-01,524.400024,563.900024,522.299988,554,554,126203265,FTSE,0.06130268199233716,2010,September
2010-10-01,557.400024,578.599976,554.599976,567.099976,567.099976,104952684,FTSE,0.023646166064981895,2010,October
2010-11-01,570.400024,591,550.799988,551.799988,551.799988,154488277,FTSE,-0.026979348699531572,2010,November
2010-12-01,556,601,555.099976,591.5,591.5,86402394,FTSE,0.07194638068748928,2010,December
2011-01-01,591.5,614,581,585.400024,585.400024,86457709,FTSE,-0.010312723584108148,2011,January
2011-02-01,589.599976,611.900024,584.794983,598,598,107171267,FTSE,0.021523702568211664,2011,February
2011-03-01,601.900024,606,523.145996,591.900024,591.900024,230949420,FTSE,-0.010200628762541755,2011,March
2011-04-01,596.349976,611.400024,587.458008,609.900024,609.900024,103267856,FTSE,0.030410541088269998,2011,April
2011-05-01,609.900024,613.120972,578.487976,596.900024,596.900024,155264149,FTSE,-0.021314968828399325,2011,May
2011-06-01,598.299988,598.599976,564.695007,595.200012,595.200012,184355670,FTSE,-0.002848068238643621,2011,June
2011-07-01,596.099976,608.224976,574,581.900024,581.900024,146638980,FTSE,-0.022345409495724246,2011,July
2011-08-01,587,591.442993,483.299988,539.099976,539.099976,286549862,FTSE,-0.07355223618275716,2011,August
2011-09-01,541.049988,544.299988,492.299988,514,514,182357136,FTSE,-0.04655903750216448,2011,September
2011-10-01,501.100006,600,487.700012,553,553,144495499,FTSE,0.07587548638132295,2011,October
2011-11-01,543.599976,561.544983,505.566986,549.099976,549.099976,172884123,FTSE,-0.007052484629294811,2011,November
2011-12-01,549.900024,560.632996,532,539,539,133552640,FTSE,-0.018393692299123268,2011,December
2012-01-01,539,578.799988,539,566.200012,566.200012,125667162,FTSE,0.050463844155844186,2012,January
2012-02-01,569.200012,595.599976,566.200012,585,585,117862696,FTSE,0.033203793008750385,2012,February
2012-03-01,584.900024,599.299988,566.099976,577.400024,577.400024,144154701,FTSE,-0.012991411965811914,2012,March
2012-04-01,579.400024,589.91803,559.900024,577.599976,577.599976,113156643,FTSE,3.462971799251939e-4,2012,April
2012-05-01,578,586.700012,523,531.799988,531.799988,165044004,FTSE,-0.07929361132798937,2012,May
2012-06-01,532.900024,563,522.580017,558,558,100611710,FTSE,0.049266665271154565,2012,June
2012-07-01,559.799988,573.900024,545.599976,564.799988,564.799988,121043108,FTSE,0.012186358422939041,2012,July
2012-08-01,565,591.299988,565,569.099976,569.099976,98679869,FTSE,0.007613293362888643,2012,August
2012-09-01,569,592.940002,562.955017,575.5,575.5,102467868,FTSE,0.011245869390091189,2012,September
2012-10-01,574.400024,593.700012,574.400024,580.099976,580.099976,123369592,FTSE,0.007993007819287523,2012,October
2012-11-01,580.599976,595.142029,564.599976,585.400024,585.400024,117038504,FTSE,0.00913643892307291,2012,November
2012-12-01,587.200012,598.51001,583.400024,587.25,587.25,64889840,FTSE,0.00316019119261254,2012,December
2013-01-01,587.25,632.833008,587.25,625.299988,625.299988,111935788,FTSE,0.0647935087271179,2013,January
2013-02-01,626.799988,638.5,619.487,632.900024,632.900024,132718090,FTSE,0.012154223805934321,2013,February
2013-03-01,632.200012,651.5,627.945007,642,642,126239792,FTSE,0.014378220342744006,2013,March
2013-04-01,642,650.599976,622.666992,644.599976,644.599976,180505577,FTSE,0.004049806853582507,2013,April
2013-05-01,640.599976,691.700012,640.599976,655.099976,655.099976,133635236,FTSE,0.016289172185758816,2013,May
2013-06-01,653,655.028992,602,622.200012,622.200012,119682109,FTSE,-0.05022128713984254,2013,June
2013-07-01,628.099976,666.044983,619.099976,661.200012,661.200012,130242230,FTSE,0.06268080882004226,2013,July
2013-08-01,664.400024,669.695007,637,640.900024,640.900024,134280871,FTSE,-0.03070173567994428,2013,August
2013-09-01,647.200012,669,642,644.700012,644.700012,125665425,FTSE,0.00592914317007419,2013,September
2013-10-01,644.200012,680.5,630.400024,671.599976,671.599976,118776158,FTSE,0.04172477663921612,2013,October
2013-11-01,669.299988,679.900024,655.599976,659.700012,659.700012,78102872,FTSE,-0.01771882731574123,2013,November
2013-12-01,661.599976,672.400024,638.202026,667,667,89980387,FTSE,0.011065617503732871,2013,December
2014-01-01,667,682.099976,638,646.900024,646.900024,115760853,FTSE,-0.03013489655172409,2014,January
2014-02-01,645.799988,687.799988,637.099976,677.5,677.5,135947634,FTSE,0.04730248085444493,2014,February
2014-03-01,669.900024,678.012024,647.799988,659.5,659.5,165505578,FTSE,-0.026568265682656828,2014,March
2014-04-01,662,680.700012,650.088013,679.299988,679.299988,136842190,FTSE,0.030022726307808924,2014,April
2014-05-01,680.599976,692.26001,673.75,679.799988,679.799988,101019769,FTSE,7.360518310505255e-4,2014,May
2014-06-01,682.200012,684.400024,668.299988,672.799988,672.799988,84292998,FTSE,-0.010297146401244127,2014,June
2014-07-01,674,684.900024,662.5,670.799988,670.799988,90677368,FTSE,-0.002972651658251813,2014,July
2014-08-01,669.799988,680.919983,652.463989,679.299988,679.299988,116924449,FTSE,0.012671437316722194,2014,August
2014-09-01,678,687.599976,658.228027,660.5,660.5,121028236,FTSE,-0.027675531182255794,2014,September
2014-10-01,659.5,665.497009,605.299988,653.700012,653.700012,138679972,FTSE,-0.01029521271763813,2014,October
2014-11-01,651.5,681.603027,643.400024,666.599976,666.599976,94219247,FTSE,0.01973376742113316,2014,November
2014-12-01,660,670.299988,609.73999,651.900024,651.900024,148807086,FTSE,-0.02205213400727746,2014,December
2015-01-01,651.900024,683.900024,624.200012,668.5,668.5,162818924,FTSE,0.025463990472256785,2015,January
2015-02-01,671.700012,692.713989,667.5,688.700012,688.700012,133526500,FTSE,0.030216921465968608,2015,February
2015-03-01,689,704.5,665.900024,675.700012,675.700012,133106495,FTSE,-0.018876143129789868,2015,March
2015-04-01,675.900024,713,675.125977,697.099976,697.099976,111404119,FTSE,0.03167080600851011,2015,April
2015-05-01,696,711.900024,682.244995,693.299988,693.299988,128220332,FTSE,-0.005451137757606213,2015,May
2015-06-01,695.200012,698.799988,650.700012,650.700012,650.700012,145024800,FTSE,-0.06144522823790958,2015,June
2015-07-01,656.599976,680.400024,642.299988,668.700012,668.700012,127958331,FTSE,0.02766251677893007,2015,July
2015-08-01,668.200012,676.5,581.200012,624,624,153997980,FTSE,-0.06684613608172033,2015,August
2015-09-01,620,628,587.700012,606.900024,606.900024,127619711,FTSE,-0.027403807692307644,2015,September
2015-10-01,613.900024,648.099976,595.900024,635.599976,635.599976,96838647,FTSE,0.047289423076377964,2015,October
2015-11-01,630.799988,645.106018,608.599976,638.400024,638.400024,102851356,FTSE,0.004405362029151589,2015,November
2015-12-01,642.299988,649.200012,582.419983,616.200012,616.200012,128110814,FTSE,-0.034774453579907785,2015,December
2016-01-01,616.200012,616.200012,558.5,604.099976,604.099976,160358227,FTSE,-0.01963653970198242,2016,January
2016-02-01,606,609.299988,546.109985,607.900024,607.900024,229402460,FTSE,0.006290428986873624,2016,February
2016-03-01,606.5,619.383972,597,612.599976,612.599976,121040045,FTSE,0.007731455526311904,2016,March
2016-04-01,606.5,638.374023,601,620,620,127659523,FTSE,0.01207970011412477,2016,April
2016-05-01,620,630.099976,602.97998,623.799988,623.799988,118665909,FTSE,0.006129012903225782,2016,May
2016-06-01,622.5,643,570,643,643,311983538,FTSE,0.03077911569308978,2016,June
2016-07-01,646.5,670.044006,636,665.099976,665.099976,168594198,FTSE,0.03437010264385687,2016,July
2016-08-01,668.700012,692.299988,652.700012,676.200012,676.200012,101040395,FTSE,0.01668927439564371,2016,August
2016-09-01,680,691.799988,655.424988,680.900024,680.900024,126236185,FTSE,0.006950623952369902,2016,September
2016-10-01,681.299988,703.599976,680.700012,687,687,100823296,FTSE,0.008958695527964865,2016,October
2016-11-01,688.900024,694.299988,660,675.700012,675.700012,110387022,FTSE,-0.016448308588064023,2016,November
2016-12-01,674.799988,705.200012,665.25,701.200012,701.200012,114528957,FTSE,0.037738640738695144,2016,December
2017-01-01,701.200012,725.5,701.200012,702.099976,702.099976,93759429,FTSE,0.001283462613517403,2017,January
2017-02-01,706.400024,727.677979,701.099976,722.5,722.5,69141736,FTSE,0.029055725249020704,2017,February
2017-03-01,726,736.700012,718.400024,725.5,725.5,99262982,FTSE,0.004152249134948097,2017,March
2017-04-01,727.5,734.799988,704.099976,715.400024,715.400024,93805556,FTSE,-0.013921400413507883,2017,April
2017-05-01,715.400024,756.900024,715.400024,749.900024,749.900024,115536719,FTSE,0.04822476774197033,2017,May
2017-06-01,753,759,722,723,723,84875917,FTSE,-0.035871480382830376,2017,June
2017-07-01,723.900024,743.14801,722.846008,729.900024,729.900024,136691191,FTSE,0.009543601659751079,2017,July
2017-08-01,732.900024,748.700012,727.05603,741.599976,741.599976,124055342,FTSE,0.016029526805440876,2017,August
2017-09-01,742.799988,744.400024,708.916016,727.599976,727.599976,123005756,FTSE,-0.01887810201331506,2017,September
2017-10-01,728.599976,747.599976,728.200012,741.299988,741.299988,91327415,FTSE,0.018829044051535286,2017,October
2017-11-01,744.700012,750.099976,727.400024,727.400024,727.400024,74714231,FTSE,-0.01875079485364831,2017,November
2017-12-01,727.5,761.299988,724.299988,761.299988,761.299988,113775998,FTSE,0.04660429321074638,2017,December
2018-01-01,761.299988,768.200012,741.900024,744,744,160454747,FTSE,-0.022724271998806316,2018,January
2018-02-01,744.599976,745.200012,699,718.400024,718.400024,129006553,FTSE,-0.034408569892473075,2018,February
2018-03-01,717.099976,721.799988,679.900024,699.099976,699.099976,134348464,FTSE,-0.02686532204236126,2018,March
2018-04-01,699.099976,750.099976,690.700012,745.900024,745.900024,75092491,FTSE,0.06694328365990397,2018,April
2018-05-01,747.200012,788.900024,744.599976,766.299988,766.299988,68208756,FTSE,0.027349461514429383,2018,May
2018-06-01,772.400024,776.799988,743,756.599976,756.599976,71646216,FTSE,-0.012658243705988437,2018,June
2018-07-01,750.700012,770.799988,746.700012,767.700012,767.700012,59931162,FTSE,0.014670944160854753,2018,July
2018-08-01,767.400024,771.599976,741.700012,741.799988,741.799988,67752616,FTSE,-0.03373716763729845,2018,August
2018-09-01,744.099976,752.099976,717.599976,741.700012,741.700012,61799295,FTSE,-1.3477487411332992e-4,2018,September
