Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,3289.750000,3306.750000,2963.891113,2989.291992,2989.291992,2356000
2010-02-01,2981.374023,3067.524902,2890.020996,3051.943115,3051.943115,1225400
2010-03-01,3057.006104,3132.575928,2963.437988,3109.104980,3109.104980,2148600
2010-04-01,3111.935059,3181.663086,2820.948975,2870.611084,2870.611084,2298000
2010-05-01,2821.354004,2862.554932,2481.974121,2592.145996,2592.145996,1669600
2010-06-01,2577.762939,2598.896973,2382.357910,2398.370117,2398.370117,1225600
2010-07-01,2393.947998,2656.407959,2319.739014,2637.502930,2637.502930,1908000
2010-08-01,2635.806885,2701.929932,2564.837891,2638.798096,2638.798096,2409400
2010-09-01,2641.052979,2704.933105,2573.628906,2655.657959,2655.657959,2045400
2010-10-01,2681.252930,3073.384033,2677.993896,2978.834961,2978.834961,2970200
2010-11-01,2986.885986,3186.719971,2758.924072,2820.180908,2820.180908,3533800
2010-12-01,2810.542969,2939.050049,2721.479004,2808.076904,2808.076904,2006000
2011-01-01,2825.329102,2868.004883,2661.447998,2790.694092,2790.694092,1728400
2011-02-01,2795.071045,2944.413086,2760.175049,2905.052979,2905.052979,1756400
2011-03-01,2906.284912,3012.043945,2850.945068,2928.111084,2928.111084,2941200
2011-04-01,2932.480957,3067.456055,2871.010010,2911.510010,2911.510010,2310000
2011-05-01,2911.510010,2933.459961,2689.206055,2743.471924,2743.471924,1784800
2011-06-01,2737.056885,2774.364990,2610.989990,2762.075928,2762.075928,1626600
2011-07-01,2767.833008,2826.958984,2677.118896,2701.729004,2701.729004,1972000
2011-08-01,2697.574951,2712.887939,2437.679932,2567.340088,2567.340088,1802200
2011-09-01,2569.799072,2584.803955,2348.217041,2359.218994,2359.218994,1189800
2011-10-01,2363.077881,2483.759033,2307.145996,2468.250000,2468.250000,1201600
2011-11-01,2450.331055,2536.779053,2319.439941,2333.414063,2333.414063,1641600
2011-12-01,2392.485107,2423.559082,2134.017090,2199.416992,2199.416992,1154400
2012-01-01,2211.995117,2324.492920,2132.625977,2292.610107,2292.610107,1045600
2012-02-01,2288.065918,2478.375000,2263.342041,2428.487061,2428.487061,1952800
