Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-03-17,0.0,0.21220051283079738,0.2063864675189068,0.20783986151218414,7513463,0.0,0.0
1980-03-18,0.0,0.21220058417813656,0.20493311772741682,0.20929335057735443,5303621,0.0,0.0
1980-03-19,0.0,0.21365407621281662,0.20856693441989796,0.21220065653324127,2523497,0.0,0.0
1980-03-20,0.0,0.2129270509000104,0.20711340010166168,0.20711340010166168,4654925,0.0,0.0
1980-03-21,0.0,0.21002025778574765,0.20711344411980573,0.20929335057735443,1333034,0.0,0.0
1980-03-24,0.0,0.20493300204595033,0.20057277165729442,0.20275309681892395,4106029,0.0,0.0
1980-03-25,0.0,0.20711342983912406,0.20057287104777574,0.20202627778053284,8575613,0.0,0.0
1980-03-26,0.0,0.20566002310636697,0.20202627778053284,0.20202627778053284,3728217,0.0,0.0
1980-03-27,0.0,0.2034796625375748,0.19839293127191937,0.20347966253757477,4277113,0.0,0.0
1980-03-28,0.0,0.21074714607922343,0.20347966878158152,0.21002021431922913,2644682,0.0,0.0
1980-03-31,0.0,0.2136539803704496,0.21002023518509877,0.21292707324028015,4056129,0.0,0.0
1980-04-01,0.0,0.21656084036835163,0.21220060704848115,0.213654026389122,7584748,0.0,0.0
1980-04-02,0.0,0.21583373391485605,0.21220041123447525,0.2151072472333908,4932938,0.0,0.0
1980-04-03,0.0,0.2151072472333908,0.21365382923393303,0.2151072472333908,3279120,0.0,0.0
1980-04-07,0.0,0.2151072472333908,0.21147350461851203,0.2151072472333908,2701710,0.0,0.0
1980-04-08,0.0,0.21438054740428925,0.20929338188298233,0.21438054740428925,5004223,0.0,0.0
1980-04-09,0.0,0.21728736162185666,0.21292712811738085,0.2172873616218567,1632432,0.0,0.0
1980-04-10,0.0,0.22673463821411133,0.22019408080926028,0.22673463821411133,3079522,0.0,0.0
1980-04-11,0.0,0.23327514164205373,0.22818800418998036,0.22964142262935638,4220085,0.0,0.0
1980-04-14,0.0,0.2260077749672138,0.22164754249803753,0.22382786870002747,4597897,0.0,0.0
1980-04-15,0.0,0.22600772976875302,0.22310091693797415,0.22600772976875305,2423698,0.0,0.0
1980-04-16,0.0,0.22964152487097106,0.22237445414066315,0.22237445414066315,4904423,0.0,0.0
1980-04-17,0.0,0.22164740024862487,0.2194674953804632,0.2201939821243286,2644682,0.0,0.0
1980-04-18,0.0,0.22237445207448717,0.21874073147773743,0.21874073147773743,2388055,0.0,0.0
1980-04-21,0.0,0.22237445414066315,0.21946764066976865,0.22237445414066315,2530625,0.0,0.0
1980-04-22,0.0,0.22964142262935638,0.22455426047524624,0.22964142262935638,2067272,0.0,0.0
