Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2009-10-07,26.386983459390954,28.312255285187124,25.810378856895593,26.601987838745117,63739500,0.0,0
2009-10-08,26.709492489682738,26.81699561753665,25.89833710034683,25.99606704711914,6906700,0.0,0
2009-10-09,26.220847094575205,26.86586219448749,25.78106322461507,25.800609588623047,3361300,0.0,0
2009-10-12,26.670401124785368,27.26655024713407,25.507418694690706,25.65401268005371,7177000,0.0,0
2009-10-13,26.06447765430684,26.641082294320835,25.937430027340707,26.57267189025879,3296000,0.0,0
2009-10-14,26.631308824823144,27.59883138046175,26.386984890650453,27.354507446289062,3222400,0.0,0
2009-10-15,27.637924370775856,28.146116742074863,27.119956954286895,27.6672420501709,3181300,0.0,0
2009-10-16,27.80406269058698,27.950656668981974,26.92449509212989,27.921337127685547,3974100,0.0,0
2009-10-19,27.87247733446658,28.234075745308388,26.875635147094723,26.875635147094727,1892100,0.0,0
2009-10-20,26.8756350889891,27.46201295464854,26.729041088585202,27.42292022705078,3387000,0.0,0
2009-10-21,27.364280700683597,27.70633458225088,27.22745989367416,27.364280700683594,1079000,0.0,0
2009-10-22,27.129729187318546,27.833381428864275,26.69971855212989,27.256776809692383,1172500,0.0,0
2009-10-23,27.364279442096844,27.745424166403524,26.885404775545382,27.725879669189453,2385700,0.0,0
2009-10-26,27.198139634397645,27.950657781225495,27.129729232693958,27.80406379699707,834400,0.0,0
2009-10-27,27.892023188548194,28.5859023158325,27.295872150595788,27.91156768798828,1578700,0.0,0
2009-10-28,27.56951171535434,27.901792413482884,26.934269862124015,27.06131935119629,1153500,0.0,0
2009-10-29,27.24700362888768,27.364279934500455,27.119956006513842,27.256776809692383,563500,0.0,0
2009-10-30,27.364280638221235,27.432691041569797,26.68017287664823,26.807222366333008,819600,0.0,0
2009-11-02,26.75835606418188,27.022226356650147,25.996066593553984,26.748584747314453,978000,0.0,0
2009-11-03,26.807223807294363,26.865861032738803,26.240392323881363,26.738813400268555,696500,0.0,0
2009-11-04,26.709494945673406,26.856088947289635,26.338123350642704,26.3478946685791,461200,0.0,0
2009-11-05,26.40653225027892,26.973363724410248,26.35766634317223,26.680173873901367,470400,0.0,0
2009-11-06,26.533580459534242,26.719267182503163,26.33812241897457,26.484716415405273,310800,0.0,0
2009-11-09,26.631311721279793,27.06132241412449,26.43585180706569,26.953819274902344,615600,0.0,0
2009-11-10,26.631306684081647,27.61837552247962,26.631306684081647,27.041770935058594,287300,0.0,0
2009-11-11,27.295871206283177,28.458853696728248,27.00268135629907,28.322031021118164,1174600,0.0,0
2009-11-12,28.1265743462256,29.318874574534206,27.78452043671393,28.24384880065918,1211600,0.0,0
2009-11-13,28.1265743462256,28.4197623463534,27.862704027684266,28.24384880065918,414900,0.0,0
2009-11-16,28.097246879468592,28.35134394449855,27.608599107651745,28.194976806640625,1424300,0.0,0
2009-11-17,27.901789617799974,28.302480678799125,26.77790001099641,27.217683792114258,2496000,0.0,0
2009-11-18,27.745425035380514,28.341576024105674,27.520647466008086,27.852928161621094,730900,0.0,0
2009-11-19,28.155887685654694,28.23407126456768,27.305641497981405,27.892019271850586,1223600,0.0,0
