Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1995-11-17,6.24224469281625,6.698408728060515,6.218236059382342,6.626382827758789,35659200,0.0,0.0
1995-11-20,6.6023759375837505,6.770436415994974,6.290263620534337,6.386298179626465,8434000,0.0,0.0
1995-11-21,6.3382822672526045,6.362290912204318,6.09819581773546,6.266256332397461,6440000,0.0,0.0
1995-11-22,6.242248506794188,6.554360932133897,6.242248506794188,6.45832633972168,3480800,0.0,0.0
1995-11-24,6.506341855585789,6.698410987854004,6.482333214052262,6.698410987854004,1279200,0.0,0.0
1995-11-27,6.698407295772007,6.842459065573556,6.626381410871233,6.722415924072266,2403200,0.0,0.0
1995-11-28,6.722417361494423,6.746425994928332,6.530348294023154,6.626382827758789,1054800,0.0,0.0
1995-11-29,6.602372782570975,6.890476322174073,6.578364154270718,6.722415924072266,1331200,0.0,0.0
1995-11-30,6.794447757943798,7.058542900478717,6.770439108622442,6.986516952514648,2426000,0.0,0.0
1995-12-01,6.98651230831941,7.0105209416813326,6.866469141509798,6.914486408233643,978400,0.0,0.0
1995-12-04,6.938494683985124,6.986511948234156,6.794442891238028,6.8424601554870605,594000,0.0,0.0
1995-12-05,6.842462575308368,6.842462575308368,6.626384809772315,6.7464280128479,1148800,0.0,0.0
1995-12-06,6.722421849027594,6.914491044714096,6.722421849027594,6.770439147949219,1216000,0.0,0.0
1995-12-07,6.818450437273298,6.842459065573556,6.67439866747175,6.722415924072266,641200,0.0,0.0
1995-12-08,6.698408593699491,6.890477657318114,6.6263826948425075,6.890477657318115,668800,0.0,0.0
1995-12-11,6.914491004550579,6.9865169525146475,6.890482355229223,6.986516952514648,660000,0.0,0.0
1995-12-12,6.9384935787745885,6.962502207074847,6.698407295772007,6.722415924072266,971600,0.0,0.0
1995-12-13,6.770436801498742,6.770436801498742,6.554359031238144,6.674402236938477,528400,0.0,0.0
1995-12-14,6.69841046333313,6.69841046333313,6.482332706451416,6.482332706451416,639200,0.0,0.0
1995-12-15,6.530349759913203,6.578367037559623,6.410306565797151,6.434315204620361,1366400,0.0,0.0
1995-12-18,6.434315346771816,6.458323986125443,6.338280789357311,6.3622894287109375,741600,0.0,0.0
1995-12-19,6.338280868530274,6.554358625411987,6.314272228876749,6.482332706451416,643600,0.0,0.0
1995-12-20,6.506339660589245,6.674400094626606,6.506339660589245,6.626382827758789,360400,0.0,0.0
1995-12-21,6.602376313518278,6.7464281603586755,6.578367672378211,6.674402236938477,301600,0.0,0.0
1995-12-22,6.698407295772007,6.722415924072266,6.626381410871233,6.722415924072266,208400,0.0,0.0
1995-12-26,6.698410804455096,6.698410804455096,6.530350318321815,6.554358959197998,240000,0.0,0.0
1995-12-27,6.626384559873979,6.794445037841797,6.626384559873979,6.794445037841797,351600,0.0,0.0
1995-12-28,6.818456446870845,6.842465096331658,6.746430498488406,6.770439147949219,344400,0.0,0.0
1995-12-29,6.746428270921057,6.794445553988111,6.65039370478695,6.698410987854004,219200,0.0,0.0
1996-01-02,6.698407295772007,6.746424552372524,6.650390039171492,6.722415924072266,169200,0.0,0.0
1996-01-03,6.746428270921057,6.866471478588692,6.65039370478695,6.698410987854004,682000,0.0,0.0
1996-01-04,6.7224208542586235,6.770438146074756,6.554360332902157,6.650394916534424,414800,0.0,0.0
1996-01-05,6.554358625411987,6.602375904719034,6.362289508183797,6.482332706451416,773600,0.0,0.0
1996-01-08,6.482330441914801,6.506339073181152,6.434313179382099,6.506339073181152,48800,0.0,0.0
1996-01-09,6.530349759913203,6.530349759913203,6.434315204620361,6.434315204620361,864000,0.0,0.0
1996-01-10,6.3622894287109375,6.434315346771816,6.242246231942807,6.3622894287109375,458400,0.0,0.0
1996-01-11,6.386295916849397,6.578364966980206,6.386295916849397,6.506339073181152,477600,0.0,0.0
1996-01-12,6.4823331078179445,6.674402236938477,6.458324466677879,6.674402236938477,338400,0.0,0.0
1996-01-15,6.67440356244249,6.7224208542586235,6.626386270626357,6.650394916534424,580800,0.0,0.0
1996-01-16,6.602375904719034,6.602375904719034,6.314272228876749,6.482332706451416,512800,0.0,0.0
1996-01-17,6.386297926973941,6.434315204620361,6.242246094034679,6.434315204620361,126400,0.0,0.0
1996-01-18,6.362290912204318,6.410308202107747,6.170221752590603,6.266256332397461,696000,0.0,0.0
1996-01-19,6.266253716236836,6.290262351164946,6.194227811452504,6.218236446380615,792800,0.0,0.0
1996-01-22,6.218237701215242,6.506341378491624,6.218237701215242,6.386298179626465,568800,0.0,0.0
1996-01-23,6.3382822672526045,6.362290912204318,6.266256332397461,6.266256332397461,798400,0.0,0.0
1996-01-24,6.242246231942807,6.3622894287109375,6.242246231942807,6.3622894287109375,776400,0.0,0.0
1996-01-25,6.3382812973356595,6.578367710113525,6.3382812973356595,6.578367710113525,1303200,0.0,0.0
1996-01-26,6.578367710113525,6.602376351391312,6.530350427557952,6.578367710113525,634800,0.0,0.0
1996-01-29,6.602375904719034,6.602375904719034,6.4343154271443685,6.482332706451416,652000,0.0,0.0
1996-01-30,6.482329690778578,7.2265971737938965,6.434312433809848,7.10655403137207,2810800,0.0,0.0
1996-01-31,7.058541404594809,7.322636491161282,7.010524116128178,7.082550048828125,1136400,0.0,0.0
1996-02-01,7.058540268340325,7.082548908708829,6.794445224286775,6.938497066497803,516800,0.0,0.0
1996-02-02,6.986510888950245,7.154571288340801,6.986510888950245,7.10655403137207,702400,0.0,0.0
1996-02-05,7.154574726903161,7.274617927018986,7.106557446856831,7.226600646972656,756400,0.0,0.0
1996-02-06,7.226600867293456,7.346644071069094,7.202592226538328,7.274618148803711,455200,0.0,0.0
1996-02-07,7.322634645163442,7.562721026972079,7.298626006982578,7.514703750610352,650800,0.0,0.0
1996-02-08,7.4906928492527385,7.538710111106922,7.322632432763093,7.3466410636901855,571600,0.0,0.0
1996-02-09,7.394659402704395,7.394659402704395,7.27461623058257,7.370650768280029,520800,0.0,0.0
1996-02-12,7.322637899264842,7.346646548114891,7.106560059614405,7.178586006164551,619200,0.0,0.0
1996-02-13,7.106555705167809,7.13056433930689,7.010521168611487,7.058538436889648,204400,0.0,0.0
1996-02-14,7.082549834007289,7.250610338543055,7.03453254699707,7.03453254699707,410000,0.0,0.0
1996-02-15,7.130568708464454,7.250611952714697,7.130568708464454,7.178586006164551,348800,0.0,0.0
1996-02-16,7.17858160758505,7.17858160758505,7.034529802750568,7.058538436889648,322400,0.0,0.0
1996-02-20,6.962504863739014,7.05853941358369,6.866470313894338,6.962504863739014,633200,0.0,0.0
1996-02-21,6.9865151529442775,7.08254972549334,6.9865151529442775,7.010523796081543,497600,0.0,0.0
1996-02-22,7.0105256018360045,7.0105256018360045,6.746430459301086,6.986516952514648,1184000,0.0,0.0
1996-02-23,7.010523028021691,7.178583511570157,6.9865143875147675,7.154574871063232,532400,0.0,0.0
1996-02-26,7.154571288340801,7.178579916825166,7.058536774403341,7.10655403137207,359600,0.0,0.0
1996-02-27,7.154575764522617,7.202593051532836,7.01052390349196,7.03453254699707,1742400,0.0,0.0
1996-02-28,7.058541404594809,7.106558693061441,7.058541404594809,7.082550048828125,921600,0.0,0.0
1996-02-29,7.082549834007289,7.202593051532836,7.01052390349196,7.03453254699707,812400,0.0,0.0
1996-03-01,7.130566304272945,7.322635430313967,7.082549022762689,7.274618148803711,605600,0.0,0.0
1996-03-04,7.298629837036134,7.298629837036134,7.154577932357789,7.202595233917236,650800,0.0,0.0
1996-03-05,7.154574726903161,7.274617927018986,7.1305660868799965,7.226600646972656,511200,0.0,0.0
1996-03-06,7.250609433090927,7.274618073597851,7.154574871063232,7.154574871063232,445600,0.0,0.0
1996-03-07,7.130567337294757,7.1785846257613874,7.070545726711467,7.082550048828125,547600,0.0,0.0
1996-03-08,6.962503674957488,7.082546841767099,6.794443241424031,6.914486408233643,625200,0.0,0.0
1996-03-11,6.914490283375055,6.914490283375055,6.794447049288682,6.818455696105957,217200,0.0,0.0
1996-03-12,6.842464083798956,6.842464083798956,6.458325749269892,6.650394916534424,598000,0.0,0.0
1996-03-13,6.690824702748082,6.8833664208127745,6.618621558473822,6.8592987060546875,335600,0.02125,0.0
1996-03-14,6.859298706054688,6.9074341355708615,6.811163276538514,6.8592987060546875,273600,0.0,0.0
1996-03-15,6.9074331235714705,6.9074331235714705,6.642688300019951,6.71489143371582,371600,0.0,0.0
1996-03-18,6.738959521782108,6.90743350982666,6.738959521782108,6.90743350982666,257600,0.0,0.0
1996-03-19,6.9074341355708615,6.9074341355708615,6.738960132264255,6.8592987060546875,276800,0.0,0.0
1996-03-20,6.835229989875602,6.859297701107558,6.666756011251907,6.71489143371582,236400,0.0,0.0
1996-03-21,6.714895418835031,6.714895418835031,6.61862451677288,6.666759967803955,520000,0.0,0.0
1996-03-22,6.666759967803955,6.666759967803955,6.61862451677288,6.666759967803955,198000,0.0,0.0
1996-03-25,6.787097296256612,6.787097296256612,6.714894133530478,6.7630295753479,284000,0.0,0.0
1996-03-26,6.787097911039988,7.099978311194314,6.763030187951194,6.931504249572754,327200,0.0,0.0
1996-03-27,6.979641586644543,7.075912505081019,6.955573857035424,7.003709316253662,275600,0.0,0.0
1996-03-28,7.0518447754719,7.099980234690139,6.979641586644543,7.003709316253662,236800,0.0,0.0
1996-03-29,7.003705161434787,7.0277728767661785,6.859298869446442,6.883366584777832,280800,0.0,0.0
1996-04-01,6.907438397817185,7.003709316253662,6.8111674793807095,7.003709316253662,214800,0.0,0.0
1996-04-02,6.955569565087035,7.003704994603208,6.835230991296601,6.8592987060546875,640400,0.0,0.0
1996-04-03,6.811165017165323,6.811165017165323,6.6908264126217665,6.7630295753479,164400,0.0,0.0
1996-04-04,6.811165017165323,6.811165017165323,6.6908264126217665,6.7630295753479,82400,0.0,0.0
1996-04-08,6.666757269728955,6.69082498550415,6.618621838178566,6.69082498550415,186000,0.0,0.0
1996-04-09,6.714892701279345,6.714892701279345,6.666757269728955,6.69082498550415,285200,0.0,0.0
1996-04-10,6.690827693319493,6.690827693319493,6.594556791257342,6.666759967803955,228000,0.0,0.0
1996-04-11,6.690827693319493,6.714895418835031,6.642692242288417,6.666759967803955,222400,0.0,0.0
1996-04-12,6.642694105420794,6.738965034484864,6.642694105420794,6.738965034484863,238400,0.0,0.0
1996-04-15,6.763030835680742,6.88336946265015,6.738963110286861,6.811166286468506,185600,0.0,0.0
1996-04-16,6.76303098739033,6.83523416519165,6.738963261456557,6.83523416519165,159600,0.0,0.0
1996-04-17,6.811167141665583,6.811167141665583,6.546422129092009,6.642693042755127,766000,0.0,0.0
1996-04-18,6.642693095737034,6.642693095737034,6.353880352444119,6.498286724090576,1770000,0.0,0.0
1996-04-19,6.4982837156815965,6.618622303009033,6.4982837156815965,6.618622303009033,429200,0.0,0.0
1996-04-22,6.594556791257342,6.666759967803955,6.546421340226266,6.666759967803955,118800,0.0,0.0
1996-04-23,6.642689045737772,6.690824473605437,6.522350476068609,6.546418190002441,206000,0.0,0.0
1996-04-24,6.498284662576546,6.498284662576546,6.353878336741512,6.402013778686523,1152400,0.0,0.0
1996-04-25,6.402014410897587,6.426082134246826,6.161337177405197,6.426082134246826,1270800,0.0,0.0
1996-04-26,6.426081744539381,7.3165874544568235,6.37794630076006,7.244384288787842,3303600,0.0,0.0
1996-04-29,7.172180182055423,7.605399119226557,7.148112463323694,7.316586494445801,2256400,0.0,0.0
1996-04-30,7.268454157858579,7.29252188685811,7.051844596862794,7.051844596862793,771200,0.0,0.0
1996-05-01,7.075910254700544,7.075910254700544,6.955571644926724,7.027774810791016,303600,0.0,0.0
1996-05-02,6.979641409864199,7.148115512860921,6.979641409864199,7.051844596862793,489600,0.0,0.0
1996-05-03,7.075910254700544,7.075910254700544,6.931503922971961,7.027774810791016,1512800,0.0,0.0
1996-05-06,7.0277768678632615,7.148115512860921,7.0277768678632615,7.051844596862793,308400,0.0,0.0
1996-05-07,7.0277770458627815,7.0518447754719,7.003709316253662,7.003709316253662,508800,0.0,0.0
1996-05-08,6.979635610418804,7.124041864427469,6.907432483414472,7.099974155426025,362400,0.0,0.0
1996-05-09,7.220320893614084,7.268456366238178,7.124049948365896,7.17218542098999,279200,0.0,0.0
